chrom,start,stop,factor,0,strand
7,829023,829029,DIG1,0,-
7,830334,830343,DAL82,0,+
7,830412,830421,DAL82,0,-
7,842767,842776,CIN5,0,+
7,855035,855043,REB1,0,+
7,867649,867662,ABF1,0,+
7,871947,871953,YAP5,0,+
7,878610,878617,MBP1,0,-
7,878382,878388,DIG1,0,-
7,878313,878319,DIG1,0,+
7,878714,878720,DIG1,0,-
7,878312,878319,STE12,0,+
7,878714,878721,STE12,0,-
7,878345,878351,SWI5,0,+
7,878600,878606,SWI5,0,-
7,878673,878679,SWI5,0,+
7,878387,878393,SWI5,0,+
7,878500,878507,SWI4,0,-
7,878583,878590,SWI4,0,-
7,878658,878665,SWI4,0,+
7,878611,878617,SWI6,0,+
7,878652,878658,SWI6,0,-
7,878353,878363,RLM1,0,-
7,878419,878429,ASH1,0,+
7,882784,882794,SPT2,0,+
7,882782,882790,ARR1,0,+
7,882743,882751,ARR1,0,-
7,882371,882379,ARR1,0,+
7,883969,883975,MSN2,0,-
7,884162,884168,MSN2,0,+
7,883905,883911,PHO2,0,-
7,883843,883849,PHO2,0,-
7,884266,884272,PHO2,0,+
7,884289,884295,PHO2,0,+
7,883859,883865,PHO2,0,+
7,884129,884135,PHO2,0,-
7,884294,884302,GCR1,0,+
7,884256,884264,GCR1,0,+
7,884256,884263,GCR2,0,+
7,884294,884301,GCR2,0,+
7,883969,883975,MSN4,0,-
7,884162,884168,MSN4,0,+
7,884447,884456,CIN5,0,+
7,902430,902438,CBF1,0,-
7,905704,905712,CBF1,0,+
7,905724,905732,GCN4,0,-
7,905725,905732,BAS1,0,-
7,908784,908790,PHO2,0,+
7,913405,913414,YAP7,0,+
7,913441,913450,YAP7,0,+
7,913406,913415,YAP1,0,+
7,915025,915039,HSF1,0,+
7,920078,920088,FHL1,0,+
7,920096,920106,FHL1,0,+
7,932120,932128,REB1,0,-
7,939225,939232,MBP1,0,+
7,939244,939251,TEC1,0,-
7,939567,939572,OPI1,0,+
7,939585,939590,OPI1,0,-
7,939380,939387,STE12,0,-
7,939541,939548,STE12,0,+
7,939227,939234,SWI4,0,-
7,939259,939266,SWI4,0,+
7,939258,939266,STB1,0,+
7,939227,939235,STB1,0,-
7,939225,939231,SWI6,0,-
7,942364,942372,CBF1,0,-
7,942365,942372,TYE7,0,-
7,953662,953675,ABF1,0,+
7,953844,953852,REB1,0,-
7,958551,958559,CBF1,0,+
7,959056,959066,CAD1,0,-
7,959498,959508,CAD1,0,-
7,959473,959480,HAP2,0,-
7,959552,959558,DIG1,0,+
7,958641,958651,GLN3,0,-
7,959473,959478,HAP5,0,-
7,958410,958418,YAP6,0,+
7,959499,959508,YAP7,0,-
7,958409,958418,CIN5,0,-
7,959498,959507,YAP1,0,-
7,961295,961303,ARR1,0,+
7,962214,962222,REB1,0,-
7,965789,965796,NRG1,0,+
7,968938,968947,INO4,0,+
7,968758,968767,INO2,0,+
7,968938,968947,INO2,0,+
7,968953,968960,SOK2,0,+
7,968992,968999,RCS1,0,+
7,968964,968972,YAP6,0,-
7,968963,968972,CIN5,0,-
7,973776,973783,GCR2,0,-
7,973952,973959,GCR2,0,+
7,974796,974803,GCR2,0,+
7,976949,976957,REB1,0,+
7,976929,976937,REB1,0,-
7,987326,987332,MSN2,0,+
7,987179,987185,MSN2,0,+
7,987342,987348,MSN2,0,+
7,987992,987998,MSN2,0,+
7,987353,987359,MSN2,0,+
7,986908,986914,MSN2,0,-
7,986802,986811,CIN5,0,-
7,987392,987398,SUT1,0,+
7,987521,987527,SUT1,0,+
7,987269,987275,SUT1,0,-
7,986960,986966,SUT1,0,+
7,987585,987591,SUT1,0,+
7,987227,987233,SUT1,0,+
7,986920,986927,SOK2,0,-
7,987759,987766,SOK2,0,-
7,987843,987850,SOK2,0,+
7,987523,987529,PHD1,0,+
7,987587,987593,PHD1,0,+
7,987843,987849,PHD1,0,+
7,987686,987692,PHD1,0,-
7,986921,986927,PHD1,0,-
7,987760,987766,PHD1,0,-
7,987095,987101,PHD1,0,-
7,987565,987573,YAP6,0,-
7,986803,986811,YAP6,0,-
7,987624,987631,SWI4,0,+
7,987520,987528,SKN7,0,-
7,987147,987155,SKN7,0,-
7,987243,987251,SKN7,0,-
7,987443,987451,SKN7,0,+
7,987584,987592,SKN7,0,-
7,987223,987231,SKN7,0,-
7,987826,987833,XBP1,0,-
7,990017,990023,PHD1,0,+
7,990562,990568,PHD1,0,-
7,989915,989921,PHD1,0,-
7,990364,990370,PHD1,0,+
7,989783,989790,STE12,0,-
7,989914,989921,SOK2,0,-
7,990035,990042,SOK2,0,+
7,990364,990371,SOK2,0,+
7,990561,990568,SOK2,0,-
7,995504,995510,PHD1,0,-
7,993916,993922,PHD1,0,+
7,994140,994149,CIN5,0,-
7,1000271,1000277,SWI5,0,+
7,1000583,1000589,SWI5,0,+
7,1000275,1000281,PHO4,0,-
7,1004466,1004472,MSN2,0,+
7,1004413,1004423,ROX1,0,-
7,1004373,1004382,SUM1,0,-
7,1007532,1007539,RCS1,0,+
7,1011318,1011327,SUM1,0,-
7,1012315,1012324,SUM1,0,+
7,1022094,1022104,UME6,0,+
7,1025776,1025784,GCN4,0,-
7,1027122,1027135,ABF1,0,-
7,1027078,1027088,UME6,0,-
7,1050294,1050300,PHD1,1,+
7,1050402,1050408,PHD1,1,+
7,1050276,1050282,SWI6,1,+
7,1050057,1050065,SKN7,1,-
7,1050474,1050482,SKN7,1,+
7,1051918,1051928,UME6,1,+
7,1060562,1060570,ACE2,1,-
8,25656,25664,IME1,0,+
8,32931,32938,RCS1,0,-
8,35109,35117,GCR1,0,-
8,34149,34156,GCR2,0,-
8,34272,34279,GCR2,0,-
8,35110,35117,GCR2,0,-
8,34103,34113,RME1,0,+
8,34151,34161,RME1,0,+
8,34542,34550,YAP6,0,+
8,35162,35171,CIN5,0,+
8,35163,35173,RLM1,0,-
8,34174,34184,RLM1,0,-
8,36252,36262,FHL1,0,-
8,39893,39903,UME6,0,-
8,39921,39929,REB1,0,-
8,48662,48670,ACE2,0,+
8,48123,48136,ABF1,0,-
8,48155,48168,ABF1,0,+
8,48326,48333,XBP1,0,+
8,48474,48484,NDD1,0,+
8,48493,48505,FKH2,0,+
8,56589,56595,PHD1,0,+
8,56012,56018,PHD1,0,+
8,56137,56149,FKH2,0,-
8,67647,67656,INO2,0,-
8,74569,74579,GLN3,0,-
8,75151,75161,FHL1,0,+
8,75914,75920,MET31,0,+
8,113261,113269,SKN7,0,-
8,115169,115176,STE12,0,-
8,115307,115314,STE12,0,+
8,115317,115324,STE12,0,-
8,115551,115558,STE12,0,-
8,115317,115323,DIG1,0,-
8,115431,115437,DIG1,0,+
8,115169,115175,DIG1,0,-
8,115308,115314,DIG1,0,+
8,115147,115163,MCM1,0,-
8,117688,117693,HAP5,0,-
8,121729,121735,PHD1,0,-
8,121963,121969,PHD1,0,-
8,122372,122382,HAP1,0,+
8,122078,122088,HAP1,0,-
8,122398,122408,HAP1,0,-
8,122214,122224,HAP1,0,+
8,122528,122537,YAP7,0,+
8,141566,141574,GCN4,0,-
8,159328,159336,GCN4,0,+
8,160602,160610,REB1,0,-
8,168694,168704,GLN3,0,-
8,168653,168662,YAP7,0,-
8,168653,168661,GCN4,0,-
8,173035,173047,FKH2,0,+
8,180149,180155,YAP5,0,-
8,180253,180259,YAP5,0,-
8,180275,180281,YAP5,0,+
8,180291,180297,YAP5,0,+
8,181803,181817,PUT3,0,-
8,190291,190299,CBF1,0,-
8,190292,190299,TYE7,0,-
8,209412,209417,HAP5,0,-
8,209412,209419,HAP4,0,-
8,209429,209439,HAP1,0,-
8,209412,209417,HAP3,0,-
8,209412,209419,HAP2,0,-
8,222774,222781,MBP1,0,-
8,222764,222771,SWI4,0,+
8,222763,222771,STB1,0,+
8,222775,222781,SWI6,0,+
8,222524,222536,FKH2,0,-
8,227285,227298,ABF1,0,-
8,236868,236877,DAL82,0,-
8,236452,236460,GCN4,0,-
8,255943,255956,ABF1,0,+
8,267144,267150,SUT1,0,+
8,272423,272431,CBF1,0,-
8,272124,272131,STE12,0,-
8,273950,273956,PHD1,0,+
8,274018,274024,PHD1,0,-
8,273701,273708,STE12,0,-
8,273730,273737,STE12,0,+
8,273782,273789,STE12,0,-
8,273807,273814,STE12,0,-
8,274049,274056,STE12,0,+
8,273740,273747,STE12,0,-
8,273798,273805,STE12,0,+
8,274162,274170,FKH1,0,+
8,273701,273707,DIG1,0,-
8,273782,273788,DIG1,0,-
8,273807,273813,DIG1,0,-
8,273731,273737,DIG1,0,+
8,273740,273746,DIG1,0,-
8,277892,277898,DIG1,0,+
8,279861,279867,YAP5,0,+
8,279745,279751,YAP5,0,+
8,280621,280627,MSN4,0,+
8,280519,280525,MSN4,0,+
8,281177,281187,ROX1,0,-
8,283484,283492,CBF1,0,-
8,283485,283492,TYE7,0,-
8,284739,284752,ABF1,0,-
8,286971,286976,DAL80,0,+
8,292850,292860,RGT1,0,-
8,293478,293488,ROX1,0,-
8,296765,296775,RAP1,0,-
8,297038,297048,RAP1,0,+
8,297013,297021,SKO1,0,-
8,302559,302567,CBF1,0,-
8,302540,302556,MCM1,0,+
8,302094,302104,NDD1,0,+
8,323225,323239,HSF1,0,-
8,323267,323273,MSN2,0,-
8,323267,323273,MSN4,0,-
8,332151,332158,MBP1,0,+
8,332176,332183,MBP1,0,-
8,336025,336033,CBF1,0,+
8,341627,341640,ABF1,0,+
8,353526,353534,GCN4,0,-
8,354664,354673,INO4,0,+
8,356267,356277,UME6,0,+
8,356396,356406,UME6,0,-
8,361873,361884,YDR520C,0,-
8,375126,375134,CBF1,0,-
8,375456,375464,CBF1,0,-
8,375185,375193,CBF1,0,-
8,375546,375569,ARO80,0,-
8,375563,375573,UME6,0,-
8,375477,375487,UME6,0,-
8,375128,375134,PHO4,0,-
8,375458,375464,PHO4,0,-
8,375187,375193,PHO4,0,-
8,375244,375250,PHO4,0,-
8,377862,377873,SNT2,0,-
8,390132,390140,REB1,0,-
8,396983,396990,MBP1,0,-
8,396662,396669,SWI4,0,-
8,396944,396951,SWI4,0,-
8,396984,396990,SWI6,0,+
8,401264,401271,STE12,0,-
8,401291,401301,NDD1,0,+
8,401224,401234,NDD1,0,+
8,401191,401207,MCM1,0,+
8,401206,401218,FKH2,0,-
8,402781,402788,MBP1,0,-
8,402845,402852,MBP1,0,-
8,402765,402775,UME6,0,-
8,412818,412825,STP1,0,-
8,422701,422708,RTG3,0,+
8,422784,422791,RTG3,0,-
8,422552,422565,ABF1,0,+
8,422700,422708,GCN4,0,+
8,422997,423005,GCN4,0,-
8,423571,423581,STB5,0,-
8,443629,443637,REB1,0,+
8,445431,445438,CST6,0,-
8,445469,445476,CST6,0,+
8,451155,451162,GCR2,0,-
8,452750,452765,RLR1,0,-
8,452645,452655,SPT2,0,-
8,452706,452716,SPT2,0,-
8,459182,459192,STB5,0,+
8,470676,470686,STB5,0,-
8,470697,470707,STB5,0,-
8,472645,472654,SUM1,0,-
8,475533,475542,SUM1,0,+
8,484678,484688,HAP1,0,+
8,488254,488260,MET31,0,-
8,490431,490439,ARR1,0,-
8,498523,498530,RCS1,0,+
8,498514,498523,YAP7,0,+
8,504432,504438,YAP5,0,-
8,504346,504352,YAP5,0,+
8,505988,505998,RAP1,0,+
8,506001,506011,RAP1,0,+
8,505988,505998,FHL1,0,-
8,506001,506011,FHL1,0,-
8,508873,508880,STE12,0,+
8,508885,508891,DIG1,0,+
8,509097,509103,DIG1,0,+
8,508874,508880,DIG1,0,+
9,32657,32663,PHO2,0,-
9,32586,32592,PHO2,0,-
9,33077,33086,STB4,0,+
9,34790,34798,GCN4,0,-
9,41640,41651,SNT2,0,-
9,41655,41666,SNT2,0,+
9,41609,41619,STB5,0,-
9,46035,46045,NDD1,0,+
9,76033,76038,ADR1,0,-
9,84980,84987,MBP1,0,+
9,84999,85006,MBP1,0,+
9,85024,85031,MBP1,0,-
9,97151,97161,ROX1,0,+
9,96731,96744,ABF1,0,-
9,97120,97127,CST6,0,-
9,97188,97195,CST6,0,-
9,99810,99820,FHL1,0,-
9,99836,99842,YAP5,0,+
9,102399,102411,FKH2,0,+
9,102377,102389,FKH2,0,+
9,117782,117790,CBF1,0,-
9,117798,117806,CBF1,0,+
9,122272,122280,REB1,0,-
9,127590,127596,PHO2,0,+
9,128114,128120,PHO2,0,-
9,127502,127508,DIG1,0,-
9,127290,127296,DIG1,0,-
9,127346,127352,DIG1,0,+
9,127923,127929,DIG1,0,+
9,127098,127104,DIG1,0,+
9,127267,127274,TEC1,0,-
9,127405,127412,TEC1,0,-
9,127611,127618,TEC1,0,-
9,127845,127852,TEC1,0,-
9,127097,127104,STE12,0,+
9,127290,127297,STE12,0,-
9,127502,127509,STE12,0,-
9,127922,127929,STE12,0,+
9,127874,127890,MCM1,0,+
9,127853,127860,SWI4,0,-
9,127917,127924,SWI4,0,+
9,127924,127931,SWI4,0,+
9,127293,127299,SWI6,0,-
9,127927,127933,SWI6,0,+
9,127321,127327,SWI6,0,+
9,127770,127776,SWI6,0,+
9,127361,127373,FKH2,0,+
9,129853,129861,YAP6,0,-
9,129955,129965,RLM1,0,+
9,130028,130044,MCM1,0,+
9,132000,132007,SWI4,0,+
9,139208,139216,CBF1,0,-
9,138498,138507,CIN5,0,+
9,138539,138548,CIN5,0,+
9,138326,138341,IXR1,0,-
9,138377,138383,SUT1,0,-
9,138556,138562,SUT1,0,-
9,138649,138655,SUT1,0,+
9,138403,138409,SUT1,0,+
9,139294,139300,SUT1,0,-
9,138323,138330,TEC1,0,+
9,138399,138406,TEC1,0,-
9,139239,139246,TEC1,0,+
9,138513,138520,SOK2,0,+
9,138688,138695,SOK2,0,+
9,139625,139632,SOK2,0,-
9,138924,138931,SOK2,0,-
9,139067,139074,SOK2,0,-
9,138688,138694,PHD1,0,+
9,139626,139632,PHD1,0,-
9,138925,138931,PHD1,0,-
9,138159,138165,PHD1,0,+
9,138513,138519,PHD1,0,+
9,138228,138234,PHD1,0,-
9,138519,138525,PHD1,0,-
9,139068,139074,PHD1,0,-
9,138518,138524,MOT3,0,-
9,139625,139631,MOT3,0,-
9,138574,138580,MOT3,0,+
9,139197,139207,GLN3,0,+
9,139655,139665,GLN3,0,+
9,139373,139383,GLN3,0,-
9,137954,137964,GLN3,0,-
9,138514,138522,SKN7,0,+
9,139290,139298,SKN7,0,-
9,142589,142597,GCN4,0,-
9,142721,142729,GCN4,0,-
9,142650,142658,GCN4,0,-
9,142772,142782,MAC1,0,+
9,150351,150359,SKN7,0,+
9,160566,160574,REB1,0,-
9,199573,199581,CBF1,0,-
9,215999,216005,PHO2,0,-
9,220806,220816,RPN4,0,+
9,220863,220871,REB1,0,-
9,222778,222786,CBF1,0,+
9,240962,240976,RFX1,0,+
9,241072,241086,RFX1,0,+
9,249388,249398,ROX1,0,-
9,249389,249395,PHD1,0,+
9,249445,249451,PHD1,0,+
9,249153,249159,PHD1,0,-
9,249669,249675,PHD1,0,+
9,249590,249596,PHD1,0,+
9,249342,249350,GCN4,0,-
9,249186,249194,GCN4,0,+
9,248732,248739,SWI4,0,-
9,249251,249258,SWI4,0,+
9,249315,249322,SWI4,0,-
9,249334,249341,SWI4,0,+
9,249187,249194,RTG3,0,+
9,249342,249349,RTG3,0,-
9,249175,249181,SWI6,0,-
9,249863,249869,SWI6,0,+
9,254356,254366,FHL1,0,-
9,258744,258750,SWI5,0,+
9,258735,258741,MSN4,0,-
9,258401,258407,MSN4,0,-
9,261031,261044,ABF1,0,-
9,270647,270656,CIN5,0,-
9,270964,270973,CIN5,0,-
9,271001,271010,CIN5,0,-
9,285133,285140,STE12,0,-
9,285133,285139,DIG1,0,-
9,285152,285158,DIG1,0,+
9,292333,292341,CBF1,0,-
9,292347,292360,ABF1,0,+
9,308048,308055,MBP1,0,+
9,308056,308063,MBP1,0,-
9,308055,308061,SWI6,0,-
9,308048,308054,SWI6,0,-
9,310928,310936,REB1,0,-
9,314943,314950,NRG1,0,-
9,316351,316361,FHL1,0,+
9,316351,316361,RAP1,0,-
9,316399,316405,YAP5,0,-
9,316282,316290,GAT3,0,+
9,322065,322072,STE12,0,-
9,322155,322162,STE12,0,-
9,322065,322071,DIG1,0,-
9,322155,322161,DIG1,0,-
9,333695,333700,HAP5,0,-
9,332671,332677,PHD1,0,+
9,332769,332775,PHD1,0,-
9,332936,332942,PHD1,0,+
9,332681,332687,PHD1,0,-
9,333418,333424,PHD1,0,-
9,333463,333469,PHD1,0,+
9,332858,332864,PHD1,0,+
9,332888,332894,SUT1,0,-
9,332640,332646,SUT1,0,-
9,350520,350527,STP1,0,+
9,363082,363088,SWI5,0,+
9,370063,370071,CBF1,0,-
9,375254,375267,ABF1,0,+
9,380596,380603,NRG1,0,+
9,384327,384335,CBF1,0,-
9,389407,389415,YAP6,0,+
9,388393,388401,YAP6,0,-
9,389121,389129,YAP6,0,+
9,388392,388401,CIN5,0,-
9,399259,399267,YAP6,0,-
9,399655,399668,ABF1,0,+
9,403572,403581,DAL82,0,-
9,407782,407792,GLN3,0,+
9,408010,408020,GLN3,0,+
9,408112,408122,GLN3,0,-
9,408212,408222,GLN3,0,-
9,407993,408003,GLN3,0,+
9,407802,407812,GLN3,0,-
9,407840,407849,DAL82,0,+
9,408039,408048,DAL82,0,-
9,408088,408097,DAL82,0,-
9,408228,408237,DAL82,0,-
9,408050,408059,DAL82,0,+
9,408200,408209,SUM1,0,+
9,410599,410609,GLN3,0,+
9,410623,410633,GLN3,0,-
9,410554,410563,DAL82,0,-
9,410602,410609,GAT1,0,+
9,410623,410630,GAT1,0,-
9,410573,410580,HAP2,0,-
9,412912,412922,GLN3,0,+
9,412947,412956,DAL82,0,-
9,412941,412948,HAP2,0,+
9,414845,414855,GLN3,0,-
9,414878,414888,GLN3,0,-
9,414976,414985,YAP7,0,-
9,414894,414903,DAL82,0,+
9,414929,414938,DAL82,0,+
9,420860,420868,GCN4,0,-
9,420975,420983,GCN4,0,-
10,36582,36588,MET31,0,-
10,36604,36610,MET31,0,-
10,36712,36720,GCN4,0,-
10,37804,37812,CBF1,0,-
10,68933,68941,REB1,0,+
10,68882,68889,GCR2,0,-
10,69119,69126,MBP1,0,+
10,69132,69139,MBP1,0,-
10,69143,69159,MCM1,0,-
10,68945,68952,NRG1,0,-
10,69133,69139,SWI6,0,+
10,69119,69125,SWI6,0,-
10,68930,68936,SWI6,0,-
10,69146,69156,ASH1,0,-
10,73557,73563,MET31,0,-
10,73591,73597,MET31,0,+
10,79607,79615,CBF1,0,-
10,79511,79518,MBP1,0,-
10,79563,79570,MBP1,0,-
10,79549,79555,DIG1,0,-
10,80062,80068,DIG1,0,-
10,79908,79914,DIG1,0,+
10,79484,79491,TEC1,0,-
10,79621,79628,TEC1,0,+
10,79907,79914,STE12,0,+
10,79509,79516,SWI4,0,+
10,79561,79568,SWI4,0,+
10,79517,79523,SWI6,0,+
10,79512,79518,SWI6,0,+
10,80026,80032,SWI6,0,-
10,79564,79570,SWI6,0,+
10,83887,83900,ABF1,0,+
10,90260,90270,RAP1,0,-
10,90260,90270,FHL1,0,+
10,90246,90256,FHL1,0,+
10,91921,91927,ARG80,0,-
10,91743,91751,SPT23,0,-
10,94678,94691,ABF1,0,+
10,94843,94856,ABF1,0,-
10,97528,97538,GLN3,0,+
10,97553,97563,GLN3,0,+
10,104635,104643,CBF1,0,-
10,104585,104594,INO4,0,+
10,106186,106194,CBF1,0,+
10,111421,111427,MSN2,0,-
10,111437,111443,MSN2,0,+
10,111484,111490,MSN2,0,+
10,115724,115730,PHO2,0,+
10,119887,119893,SWI5,0,+
10,119896,119902,SWI5,0,-
10,120135,120141,SWI5,0,+
10,119660,119666,SWI5,0,+
10,120268,120276,ACE2,0,+
10,120226,120232,PHO2,0,+
10,120044,120050,PHO2,0,-
10,119356,119372,MCM1,0,-
10,120156,120172,MCM1,0,-
10,120061,120077,MCM1,0,-
10,122113,122123,SPT2,78,+
10,122136,122146,SPT2,78,-
10,121784,121791,GCR2,78,-
10,121739,121749,RME1,78,-
10,122133,122143,RME1,78,+
10,121791,121801,RME1,78,+
10,122126,122132,DIG1,78,-
10,121780,121787,STP1,78,+
10,121783,121789,SWI6,78,+
10,136068,136078,UME6,78,-
10,136101,136110,INO2,78,-
10,136165,136174,INO2,78,+
10,136941,136949,CBF1,78,-
10,139658,139668,SPT2,78,-
10,140298,140308,SPT2,78,-
10,139913,139923,MAC1,78,-
10,140281,140291,MAC1,78,+
10,140325,140335,MAC1,78,-
10,140023,140030,GCR2,78,+
10,139945,139952,HAP2,78,-
10,139646,139652,DIG1,78,-
10,140309,140315,DIG1,78,-
10,140206,140212,DIG1,78,-
10,140014,140020,DIG1,78,+
10,140274,140280,DIG1,78,-
10,139622,139627,OPI1,78,+
10,139665,139670,OPI1,78,-
10,139925,139931,ARG80,78,-
10,140001,140011,YML081W,78,+
10,139757,139765,SKN7,78,+
10,140166,140176,RLM1,78,-
10,141203,141213,MAC1,78,+
10,150401,150410,INO2,78,-
10,160192,160200,CBF1,78,+
10,173205,173213,GCN4,78,+
10,192339,192347,CBF1,78,+
10,192339,192345,PHO4,78,-
10,196068,196075,MBP1,78,-
10,196103,196110,MBP1,78,+
10,196067,196073,SWI6,78,-
10,196103,196109,SWI6,78,-
10,195482,195490,SKN7,78,-
10,207693,207706,ABF1,78,+
10,211720,211727,GAT1,78,-
10,211730,211737,GAT1,78,-
10,211740,211747,GAT1,78,-
10,217462,217470,CBF1,78,-
10,220345,220352,NRG1,78,+
10,220503,220513,RLM1,78,+
10,224143,224149,PHD1,78,-
10,224401,224407,PHD1,78,-
10,224409,224415,PHD1,78,-
10,224794,224800,PHD1,78,-
10,224128,224134,PHD1,78,-
10,224742,224748,PHD1,78,+
10,224680,224686,PHD1,78,+
10,223912,223920,SKN7,78,-
10,223632,223640,REB1,78,-
10,224380,224386,SUT1,78,-
10,223784,223790,SUT1,78,-
10,224537,224543,SUT1,78,-
10,224127,224134,SOK2,78,-
10,224142,224149,SOK2,78,-
10,224742,224749,SOK2,78,+
10,224400,224407,SOK2,78,-
10,224408,224415,SOK2,78,-
10,228142,228152,SPT2,78,+
10,227888,227898,SPT2,78,+
10,228624,228632,REB1,78,-
10,227847,227854,GCR2,78,-
10,228159,228166,MBP1,78,+
10,228226,228234,SPT23,78,-
10,228431,228439,SPT23,78,-
10,228488,228496,SPT23,78,-
10,228120,228128,SPT23,78,-
10,228095,228102,GAT1,78,+
10,228092,228102,GLN3,78,+
10,228437,228447,GLN3,78,+
10,228219,228237,AZF1,78,+
10,228333,228341,YAP6,78,-
10,228855,228863,YAP6,78,-
10,228319,228329,YML081W,78,-
10,228333,228342,CIN5,78,+
10,228440,228449,CIN5,78,-
10,228567,228577,RLM1,78,-
10,236711,236719,CBF1,78,-
10,236727,236737,CAD1,78,-
10,237124,237134,NDD1,78,+
10,236728,236737,YAP7,78,-
10,236727,236736,YAP1,78,-
10,242049,242059,NDD1,78,+
10,256894,256900,SWI6,78,-
10,257120,257126,SWI6,78,-
10,257086,257097,SNT2,78,-
10,265609,265619,RAP1,78,+
10,265661,265671,UME6,78,+
10,265695,265705,UME6,78,+
10,265791,265801,UME6,78,+
10,268479,268486,ARG81,78,-
10,268478,268485,RTG3,78,-
10,268478,268486,GCN4,78,-
10,268479,268485,ARG80,78,-
10,289534,289540,SWI5,78,+
10,302954,302961,MBP1,78,+
10,306012,306020,GCN4,78,+
10,316592,316605,ABF1,78,+
10,333197,333212,ZAP1,78,+
10,339523,339533,NDD1,78,+
10,339460,339470,UME6,78,+
10,339523,339539,MCM1,78,-
10,339538,339550,FKH2,78,-
10,348862,348871,INO4,78,-
10,348842,348852,HAP1,78,-
10,348800,348810,MAC1,78,+
10,359858,359866,REB1,78,+
10,360019,360028,SUM1,78,-
10,361083,361089,YAP5,78,-
10,361029,361035,YAP5,78,+
10,381115,381129,HSF1,78,-
10,381193,381203,HAC1,78,-
10,391662,391669,SOK2,78,-
10,391712,391719,SOK2,78,-
10,396860,396866,PHO2,78,+
10,415922,415928,PHO2,78,-
10,435038,435048,RPN4,78,-
10,434801,434809,REB1,78,-
10,436569,436576,MBP1,78,+
10,436644,436650,MSN2,78,-
10,448987,448997,RPN4,78,-
10,448889,448896,AFT2,78,+
10,448954,448961,AFT2,78,+
10,448998,449005,AFT2,78,+
10,450783,450791,REB1,78,-
10,453581,453591,SPT2,78,+
10,455067,455075,CBF1,78,-
10,455852,455860,CBF1,78,-
10,455869,455877,CBF1,78,-
10,455977,455987,MET32,78,+
10,455068,455075,TYE7,78,-
10,455853,455860,TYE7,78,-
10,455870,455877,TYE7,78,-
10,455047,455054,GCR2,78,-
10,455130,455137,GCR2,78,+
10,455175,455182,GCR2,78,+
10,459763,459771,YAP6,78,-
10,459517,459524,STP1,78,+
10,459503,459511,SPT23,78,-
10,459522,459529,GAT1,78,+
10,459506,459512,PHO2,78,-
10,466329,466337,GCN4,78,+
10,466370,466380,LEU3,78,-
10,486403,486410,MBP1,78,+
10,486413,486420,MBP1,78,+
10,517641,517648,MBP1,78,+
10,519548,519556,ACE2,78,+
10,519351,519359,ACE2,78,-
10,519566,519572,YAP5,78,+
10,519623,519629,YAP5,78,+
10,519490,519496,YAP5,78,+
10,519514,519522,ARR1,78,-
10,519289,519299,NDD1,78,+
10,521842,521848,MSN2,78,-
10,525991,526001,HAP1,78,+
10,525968,525978,HAP1,78,-
10,528575,528585,MAC1,78,+
10,528615,528625,MAC1,78,-
10,535853,535860,SWI4,78,+
10,535899,535906,STE12,78,+
10,535856,535862,SWI6,78,+
10,537565,537572,STE12,78,+
10,545550,545560,RAP1,78,+
10,545536,545542,PHO4,78,-
10,548583,548591,CBF1,78,+
10,550280,550289,CIN5,78,+
10,555049,555062,ABF1,78,-
10,578763,578772,SUM1,78,-
10,578775,578784,SUM1,78,+
10,585919,585927,REB1,78,-
10,587499,587506,TYE7,78,-
10,594706,594714,REB1,78,+
10,604356,604369,ABF1,75,-
10,613154,613162,FKH1,75,-
10,615313,615321,REB1,75,-
10,620458,620467,CIN5,75,-
10,623396,623405,INO4,75,+
10,623144,623153,YAP7,75,-
10,623247,623257,HAP1,75,+
10,623396,623405,INO2,75,+
10,623143,623152,YAP1,75,-
10,633149,633156,RTG3,75,-
10,633219,633226,RTG3,75,+
10,633218,633226,GCN4,75,+
10,633149,633157,GCN4,75,-
10,636848,636856,GCN4,75,+
10,640501,640514,ABF1,75,-
10,649613,649622,YAP7,75,-
10,649580,649588,REB1,75,-
10,651438,651448,SFP1,75,+
10,651438,651448,FHL1,75,+
10,663384,663390,PHD1,75,-
10,663720,663726,PHD1,75,+
10,663557,663563,PHD1,75,+
10,663383,663390,SOK2,75,-
10,663720,663727,SOK2,75,+
10,672698,672707,CIN5,75,-
10,672811,672820,CHA4,75,-
10,683601,683609,CBF1,75,-
10,684418,684426,CBF1,75,-
10,683574,683582,CBF1,75,+
10,683620,683628,REB1,75,-
10,683573,683580,TYE7,75,-
10,683602,683609,TYE7,75,-
10,684419,684426,TYE7,75,-
10,683541,683551,MET32,75,-
10,683817,683830,ABF1,75,+
10,684381,684394,ABF1,75,-
10,683544,683550,MET31,75,-
10,683530,683536,MET31,75,-
10,695722,695727,ADR1,75,+
10,701708,701717,YAP7,75,+
10,701709,701716,YAP3,75,+
10,701951,701959,ARR1,75,+
10,703788,703796,CBF1,75,-
10,703442,703452,FHL1,75,-
10,703413,703423,FHL1,75,-
10,703669,703677,GCN4,75,-
10,703577,703585,YAP6,75,-
10,703216,703224,ACE2,75,-
10,703576,703585,CIN5,75,-
10,705449,705459,GLN3,75,+
10,705364,705372,SKN7,75,+
10,705277,705284,RTG3,75,+
10,719262,719272,GLN3,75,-
11,21570,21577,BAS1,0,-
11,21657,21664,BAS1,0,-
