name,orf_name,chr,start,end,length,strand,orf_class,ontology
RGR1,YLR071C,12,275379.0,278627.0,3248.0,-,Verified,"GO:0000119,GO:0006366,GO:0016455"
YLR072W,YLR072W,12,278863.0,280944.0,2081.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005737"
YLR073C,YLR073C,12,281020.0,281622.0,602.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005768"
BUD20,YLR074C,12,281957.0,282457.0,500.0,-,Verified,"GO:0003674,GO:0005634,GO:0000282,GO:0042254"
RPL10,YLR075W,12,282928.0,283593.0,665.0,+,Verified,"GO:0003735,GO:0000027,GO:0022625,GO:0006412"
YLR076C,YLR076C,12,283186.0,283608.0,422.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
FMP25,YLR077W,12,283873.0,285624.0,1751.0,+,Uncharacterized,"GO:0003674,GO:0005739,GO:0008150"
BOS1,YLR078C,12,285737.0,286560.0,823.0,-,Verified,"GO:0005789,GO:0005484,GO:0006888"
SIC1,YLR079W,12,286821.0,287675.0,854.0,+,Verified,"GO:0000079,GO:0005634,GO:0005737,GO:0004861,GO:0000082,GO:0010526"
EMP46,YLR080W,12,287917.0,289251.0,1334.0,+,Verified,"GO:0000139,GO:0006888,GO:0030134,GO:0001948"
GAL2,YLR081W,12,290213.0,291937.0,1724.0,+,Verified,"GO:0005355,GO:0005354,GO:0006012,GO:0015757,GO:0005886"
SRL2,YLR082C,12,292395.0,293573.0,1178.0,-,Verified,"GO:0006139,GO:0003674,GO:0005737,GO:0005634"
EMP70,YLR083C,12,294092.0,296095.0,2003.0,-,Verified,"GO:0003674,GO:0005768,GO:0007124,GO:0001403"
RAX2,YLR084C,12,296590.0,300252.0,3662.0,-,Verified,"GO:0003674,GO:0005935,GO:0000282,GO:0005621,GO:0016020,GO:0005739"
ARP6,YLR085C,12,300674.0,301990.0,1316.0,-,Verified,"GO:0005737,GO:0006338,GO:0000812,GO:0031491,GO:0043486"
SMC4,YLR086W,12,302244.0,306500.0,4256.0,+,Verified,"GO:0007076,GO:0000070,GO:0016887,GO:0000799,GO:0003682"
CSF1,YLR087C,12,306856.0,315732.0,8876.0,-,Verified,"GO:0006113,GO:0003674,GO:0005739"
GAA1,YLR088W,12,316108.0,317952.0,1844.0,+,Verified,"GO:0003923,GO:0016255,GO:0042765"
ALT1,YLR089C,12,318238.0,320016.0,1778.0,-,Uncharacterized,"GO:0008483,GO:0005739,GO:0008150"
XDJ1,YLR090W,12,320702.0,322081.0,1379.0,+,Verified,"GO:0030188,GO:0005739,GO:0000723,GO:0005634,GO:0031307"
YLR091W,YLR091W,12,322298.0,323179.0,881.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005739"
SUL2,YLR092W,12,323545.0,326226.0,2681.0,+,Verified,"GO:0008272,GO:0015116,GO:0005886"
NYV1,YLR093C,12,326514.0,327416.0,902.0,-,Verified,"GO:0005484,GO:0006906,GO:0005774,GO:0042144"
GIS3,YLR094C,12,327731.0,329239.0,1508.0,-,Verified,"GO:0007242,GO:0003674,GO:0005737,GO:0005634"
IOC2,YLR095C,12,329678.0,332116.0,2438.0,-,Verified,"GO:0005515,GO:0006338,GO:0016587"
KIN2,YLR096W,12,332591.0,336034.0,3443.0,+,Verified,"GO:0006887,GO:0005886,GO:0004674,GO:0046777,GO:0006468"
HRT3,YLR097C,12,336232.0,337266.0,1034.0,-,Verified,"GO:0042787,GO:0019005,GO:0004842"
CHA4,YLR098C,12,337528.0,339474.0,1946.0,-,Verified,"GO:0006355,GO:0009063,GO:0005634,GO:0003700"
ICT1,YLR099C,12,339745.0,340929.0,1184.0,-,Verified,"GO:0005575,GO:0006654,GO:0042171"
YLR099W-A,YLR099W-A,12,341326.0,341589.0,263.0,+,Uncharacterized,"GO:0005575,GO:0008150,GO:0003674"
ERG27,YLR100W,12,341811.0,342854.0,1043.0,+,Verified,"GO:0000253,GO:0006696,GO:0005783,GO:0005789,GO:0005741"
YLR101C,YLR101C,12,342567.0,342962.0,395.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
APC9,YLR102C,12,342971.0,343768.0,797.0,-,Verified,"GO:0000022,GO:0005515,GO:0008054,GO:0004842,GO:0007091,GO:0031145,GO:0016567,GO:0000070,GO:0005680"
CDC45,YLR103C,12,343990.0,345942.0,1952.0,-,Verified,"GO:0005656,GO:0005657,GO:0006267,GO:0006270,GO:0031261,GO:0005634,GO:0003682,GO:0000084,GO:0003688,GO:0031938"
YLR104W,YLR104W,12,346586.0,346981.0,395.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
SEN2,YLR105C,12,347048.0,348181.0,1133.0,-,Verified,"GO:0000213,GO:0005637,GO:0000214,GO:0006388,GO:0005741,GO:0005739"
MDN1,YLR106C,12,349007.0,363739.0,14732.0,-,Verified,"GO:0016887,GO:0005634,GO:0006461,GO:0006364,GO:0000027,GO:0005739,GO:0005654"
REX3,YLR107W,12,364117.0,365331.0,1214.0,+,Verified,"GO:0008408,GO:0005634,GO:0005737,GO:0043628"
YLR108C,YLR108C,12,366668.0,368125.0,1457.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005634"
AHP1,YLR109W,12,368782.0,369312.0,530.0,+,Verified,"GO:0030503,GO:0008379,GO:0005737,GO:0010038,GO:0006979"
CCW12,YLR110C,12,369698.0,370099.0,401.0,-,Verified,"GO:0000747,GO:0000752,GO:0007047,GO:0009277,GO:0003674"
YLR111W,YLR111W,12,370392.0,370724.0,332.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR112W,YLR112W,12,370792.0,371211.0,419.0,+,Dubious,"GO:0008150,GO:0005575,GO:0003674"
HOG1,YLR113W,12,371621.0,372928.0,1307.0,+,Verified,"GO:0005634,GO:0005737,GO:0045944,GO:0004707,GO:0006468,GO:0046685,GO:0006972,GO:0007231,GO:0046020"
AVL9,YLR114C,12,374945.0,377239.0,2294.0,-,Verified,"GO:0003674,GO:0005737,GO:0006892"
CFT2,YLR115W,12,377986.0,380565.0,2579.0,+,Verified,"GO:0005849,GO:0006379,GO:0006378,GO:0005847,GO:0003723"
MSL5,YLR116W,12,380823.0,382253.0,1430.0,+,Verified,"GO:0003723,GO:0000243,GO:0000398"
CLF1,YLR117C,12,382472.0,384535.0,2063.0,-,Verified,"GO:0000398,GO:0000785,GO:0000354,GO:0006270,GO:0031202,GO:0005681"
YLR118C,YLR118C,12,384726.0,385409.0,683.0,-,Verified,"GO:0008150,GO:0005737,GO:0005634,GO:0008474"
SRN2,YLR119W,12,385535.0,386176.0,641.0,+,Verified,"GO:0005768,GO:0006612,GO:0006623,GO:0000813,GO:0043162,GO:0005515"
YPS1,YLR120C,12,386512.0,388221.0,1709.0,-,Verified,"GO:0009277,GO:0004190,GO:0016485"
YLR120W-A,YLR120W-A,12,388673.0,388774.0,101.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YPS3,YLR121C,12,388745.0,390271.0,1526.0,-,Verified,"GO:0004190,GO:0005886,GO:0019538,GO:0046658,GO:0005199,GO:0031505"
YLR122C,YLR122C,12,390955.0,391332.0,377.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR123C,YLR123C,12,391079.0,391408.0,329.0,-,Dubious,"GO:0008150,GO:0005575,GO:0003674"
YLR124W,YLR124W,12,391601.0,391945.0,344.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR125W,YLR125W,12,393485.0,393895.0,410.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR126C,YLR126C,12,394766.0,395521.0,755.0,-,Uncharacterized,"GO:0003674,GO:0005737,GO:0006879,GO:0006878"
APC2,YLR127C,12,395759.0,398320.0,2561.0,-,Verified,"GO:0000022,GO:0000070,GO:0005515,GO:0008054,GO:0004842,GO:0007091,GO:0031145,GO:0016567,GO:0005680"
DCN1,YLR128W,12,398531.0,399434.0,903.0,+,Verified,"GO:0005575,GO:0045116,GO:0051443,GO:0008047,GO:0043130"
DIP2,YLR129W,12,399658.0,402489.0,2831.0,+,Verified,"GO:0030515,GO:0000462,GO:0042254,GO:0032040,GO:0000480,GO:0000447,GO:0000472,GO:0005730,GO:0030686,GO:0034388"
ZRT2,YLR130C,12,402795.0,404063.0,1268.0,-,Verified,"GO:0005886,GO:0000007,GO:0006831"
ACE2,YLR131C,12,404511.0,406823.0,2312.0,-,Verified,"GO:0000114,GO:0005829,GO:0005634,GO:0016563"
YLR132C,YLR132C,12,407284.0,408156.0,872.0,-,Uncharacterized,"GO:0003674,GO:0000398,GO:0005737,GO:0005634,GO:0009060,GO:0005739"
CKI1,YLR133W,12,408446.0,410194.0,1748.0,+,Verified,"GO:0005829,GO:0004103,GO:0004305,GO:0006646,GO:0006656"
PDC5,YLR134W,12,410724.0,412415.0,1691.0,+,Verified,"GO:0006559,GO:0000949,GO:0006569,GO:0005737,GO:0005634,GO:0004737,GO:0019655,GO:0006090"
SLX4,YLR135W,12,413282.0,415528.0,2246.0,+,Verified,"GO:0006260,GO:0005634,GO:0006261,GO:0017108,GO:0006974,GO:0033557,GO:0045002"
TIS11,YLR136C,12,415802.0,416659.0,857.0,-,Verified,"GO:0005737,GO:0005634,GO:0003729,GO:0006879,GO:0006402"
YLR137W,YLR137W,12,417007.0,418110.0,1103.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
NHA1,YLR138W,12,418438.0,421395.0,2957.0,+,Verified,"GO:0005886,GO:0030004,GO:0015491,GO:0015385,GO:0030007,GO:0006970"
SLS1,YLR139C,12,421543.0,423474.0,1931.0,-,Verified,"GO:0003674,GO:0009060,GO:0016021,GO:0005743,GO:0042645,GO:0005739,GO:0032543"
YLR140W,YLR140W,12,423475.0,423801.0,326.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
RRN5,YLR141W,12,423684.0,424775.0,1091.0,+,Verified,"GO:0003701,GO:0006360,GO:0000500,GO:0000182"
PUT1,YLR142W,12,425187.0,426617.0,1430.0,+,Verified,"GO:0006537,GO:0005739,GO:0004657,GO:0010133"
YLR143W,YLR143W,12,427330.0,429387.0,2057.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
ACF2,YLR144C,12,429678.0,432017.0,2339.0,-,Verified,"GO:0030036,GO:0042973,GO:0005622"
RMP1,YLR145W,12,432169.0,432774.0,605.0,+,Verified,"GO:0005730,GO:0005737,GO:0005634,GO:0000172,GO:0006364,GO:0006379,GO:0000171"
SPE4,YLR146C,12,432824.0,433726.0,902.0,-,Verified,"GO:0015940,GO:0016768,GO:0005737,GO:0006597"
YLR146W-A,YLR146W-A,12,433871.0,434059.0,188.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
SMD3,YLR147C,12,434159.0,434464.0,305.0,-,Verified,"GO:0031202,GO:0003729,GO:0000243,GO:0000398,GO:0005685,GO:0046540,GO:0005682"
PEP3,YLR148W,12,434642.0,437398.0,2756.0,+,Verified,"GO:0000306,GO:0006904,GO:0005515,GO:0000329,GO:0042144,GO:0006895,GO:0045324,GO:0030897,GO:0000723,GO:0042493,GO:0033263"
YLR149C,YLR149C,12,437632.0,439824.0,2192.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR149C-A,YLR149C-A,12,440371.0,440457.0,86.0,-,Dubious,"GO:0005575,GO:0003674,GO:0008150"
STM1,YLR150W,12,440468.0,441289.0,821.0,+,Verified,"GO:0042162,GO:0006916,GO:0000783,GO:0000723,GO:0022626,GO:0003677,GO:0005737,GO:0045142"
PCD1,YLR151C,12,441716.0,442738.0,1022.0,-,Verified,"GO:0016462,GO:0005777,GO:0008150"
YLR152C,YLR152C,12,442959.0,444689.0,1730.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ACS2,YLR153C,12,445525.0,447576.0,2051.0,-,Verified,"GO:0003987,GO:0006085,GO:0005829,GO:0016573,GO:0005634"
RNH203,YLR154C,12,447983.0,448315.0,332.0,-,Verified,"GO:0005737,GO:0005634,GO:0006260,GO:0004523,GO:0032299"
YLR154W-A,YLR154W-A,12,452439.0,452624.0,185.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR154W-B,YLR154W-B,12,454393.0,454557.0,164.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
TAR1,YLR154W-C,12,454697.0,455071.0,374.0,+,Verified,"GO:0008150,GO:0003674,GO:0005739"
YLR154W-E,YLR154W-E,12,455434.0,455637.0,203.0,+,Dubious,"GO:0003674,GO:0005575,GO:0008150"
YLR154W-F,YLR154W-F,12,455884.0,456024.0,140.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR154C-G,YLR154C-G,12,462523.0,462672.0,149.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR154C-H,YLR154C-H,12,468828.0,468959.0,131.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ASP3-1,YLR155C,12,469318.0,470406.0,1088.0,-,Verified,"GO:0006995,GO:0004067,GO:0030287,GO:0005635,GO:0005783,GO:0006530"
YLR156W,YLR156W,12,472114.0,472458.0,344.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR156C-A,YLR156C-A,12,472480.0,472611.0,131.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ASP3-2,YLR157C,12,472970.0,474058.0,1088.0,-,Verified,"GO:0006995,GO:0004067,GO:0030287,GO:0006530"
YLR157W-D,YLR157W-D,12,475765.0,475977.0,212.0,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150"
YLR157W-E,YLR157W-E,12,481874.0,482038.0,164.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR157C-C,YLR157C-C,12,482060.0,482191.0,131.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ASP3-3,YLR158C,12,482550.0,483638.0,1088.0,-,Verified,"GO:0006995,GO:0004067,GO:0030287,GO:0006530"
YLR159W,YLR159W,12,485346.0,485690.0,344.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR159C-A,YLR159C-A,12,485712.0,485843.0,131.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ASP3-4,YLR160C,12,486202.0,487290.0,1088.0,-,Verified,"GO:0004067,GO:0006995,GO:0030287,GO:0006530"
YLR161W,YLR161W,12,488998.0,489342.0,344.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR162W,YLR162W,12,489574.0,489930.0,356.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR162W-A,YLR162W-A,12,490407.0,490595.0,188.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
MAS1,YLR163C,12,491868.0,493256.0,1388.0,-,Verified,"GO:0006627,GO:0004240,GO:0017087,GO:0005739"
YLR163W-A,YLR163W-A,12,492814.0,492927.0,113.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR164W,YLR164W,12,493885.0,494391.0,506.0,+,Verified,"GO:0008150,GO:0003674,GO:0005743,GO:0005739"
PUS5,YLR165C,12,494496.0,495260.0,764.0,-,Verified,"GO:0004730,GO:0001522,GO:0000154,GO:0005739"
SEC10,YLR166C,12,495431.0,498046.0,2615.0,-,Verified,"GO:0000145,GO:0006893,GO:0007121,GO:0006906,GO:0006904,GO:0005515,GO:0000910,GO:0030010"
RPS31,YLR167W,12,498949.0,499407.0,458.0,+,Verified,"GO:0000028,GO:0005737,GO:0042254,GO:0016567,GO:0031386,GO:0003735,GO:0006412,GO:0022627"
AIM30,YLR168C,12,499580.0,500272.0,692.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005739"
YLR169W,YLR169W,12,500337.0,500690.0,353.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
APS1,YLR170C,12,500581.0,501051.0,470.0,-,Verified,"GO:0030121,GO:0030276,GO:0016192,GO:0006896"
YLR171W,YLR171W,12,500735.0,501124.0,389.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
DPH5,YLR172C,12,501262.0,502164.0,902.0,-,Verified,"GO:0017183,GO:0004164,GO:0005737"
YLR173W,YLR173W,12,502423.0,504249.0,1826.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
IDP2,YLR174W,12,504593.0,505831.0,1238.0,+,Verified,"GO:0004450,GO:0006537,GO:0005829,GO:0006102"
CBF5,YLR175W,12,506136.0,507587.0,1451.0,+,Verified,"GO:0042254,GO:0004730,GO:0006364,GO:0031118,GO:0031429,GO:0005730,GO:0009982,GO:0031120,GO:0000495,GO:0030686"
RFX1,YLR176C,12,507799.0,510234.0,2435.0,-,Verified,"GO:0000122,GO:0016566,GO:0005634,GO:0005737,GO:0016563,GO:0045944"
YLR177W,YLR177W,12,511056.0,512942.0,1886.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
TFS1,YLR178C,12,513164.0,513823.0,659.0,-,Verified,"GO:0030162,GO:0008289,GO:0030414,GO:0005737,GO:0000329,GO:0000328"
YLR179C,YLR179C,12,514110.0,514715.0,605.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737,GO:0005634"
SAM1,YLR180W,12,515264.0,516412.0,1148.0,+,Verified,"GO:0004478,GO:0006555,GO:0005737,GO:0006556"
VTA1,YLR181C,12,516680.0,517672.0,992.0,-,Verified,"GO:0045324,GO:0005768,GO:0005771,GO:0005624,GO:0001671,GO:0032461,GO:0032511,GO:0010008"
SWI6,YLR182W,12,517942.0,520353.0,2411.0,+,Verified,"GO:0007126,GO:0000083,GO:0005634,GO:0005737,GO:0005515,GO:0033309,GO:0003713,GO:0043193,GO:0030907"
TOS4,YLR183C,12,520545.0,522014.0,1469.0,-,Verified,"GO:0005737,GO:0005739,GO:0003700,GO:0000083,GO:0005634"
YLR184W,YLR184W,12,522108.0,522455.0,347.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
RPL37A,YLR185W,12,522665.0,523290.0,625.0,+,Verified,"GO:0003735,GO:0006412,GO:0022625"
EMG1,YLR186W,12,523634.0,524392.0,758.0,+,Verified,"GO:0005737,GO:0005634,GO:0042274,GO:0006364,GO:0005880,GO:0005730,GO:0042254,GO:0000480,GO:0000472,GO:0000447,GO:0032040,GO:0030686,GO:0003723,GO:0042803"
SKG3,YLR187W,12,524867.0,527947.0,3080.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005933,GO:0005935,GO:0005737"
MDL1,YLR188W,12,528302.0,530389.0,2087.0,+,Verified,"GO:0005743,GO:0015440,GO:0006857,GO:0016887,GO:0042626,GO:0005739"
ATG26,YLR189C,12,530799.0,534395.0,3596.0,-,Verified,"GO:0016906,GO:0016125,GO:0005737"
MMR1,YLR190W,12,535216.0,536691.0,1475.0,+,Verified,"GO:0003674,GO:0005933,GO:0005935,GO:0000131,GO:0005739,GO:0005741,GO:0000001"
PEX13,YLR191W,12,537274.0,538434.0,1160.0,+,Verified,"GO:0005778,GO:0016560,GO:0030674"
HCR1,YLR192C,12,538794.0,539591.0,797.0,-,Verified,"GO:0003743,GO:0006412,GO:0005852,GO:0000462,GO:0019843,GO:0000723"
UPS1,YLR193C,12,540011.0,540538.0,527.0,-,Verified,"GO:0005739,GO:0005758,GO:0031314,GO:0006627,GO:0003674"
YLR194C,YLR194C,12,540811.0,541575.0,764.0,-,Uncharacterized,"GO:0009277,GO:0046658,GO:0005199,GO:0031505"
NMT1,YLR195C,12,541939.0,543306.0,1367.0,-,Verified,"GO:0004379,GO:0018008,GO:0005829,GO:0001302"
PWP1,YLR196W,12,543970.0,545700.0,1730.0,+,Verified,"GO:0003674,GO:0005737,GO:0005634,GO:0006364,GO:0005730"
SIK1,YLR197W,12,546099.0,547613.0,1514.0,+,Verified,"GO:0000154,GO:0003674,GO:0005634,GO:0042254,GO:0005730,GO:0031428,GO:0006364,GO:0032040,GO:0030686"
YLR198C,YLR198C,12,547288.0,547647.0,359.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
PBA1,YLR199C,12,547855.0,548771.0,916.0,-,Verified,"GO:0003674,GO:0005737,GO:0043248"
YKE2,YLR200W,12,549014.0,549358.0,344.0,+,Verified,"GO:0005737,GO:0006457,GO:0007021,GO:0015631,GO:0016272"
COQ9,YLR201C,12,549513.0,550295.0,782.0,-,Verified,"GO:0005739,GO:0003674,GO:0006744,GO:0009060,GO:0005743"
YLR202C,YLR202C,12,550196.0,550638.0,442.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MSS51,YLR203C,12,550652.0,551962.0,1310.0,-,Verified,"GO:0006412,GO:0003674,GO:0005739,GO:0005743,GO:0005759,GO:0019898,GO:0045727"
QRI5,YLR204W,12,552272.0,552607.0,335.0,+,Verified,"GO:0003674,GO:0005739,GO:0031305,GO:0006397"
HMX1,YLR205C,12,552726.0,553679.0,953.0,-,Verified,"GO:0016020,GO:0004392,GO:0006879,GO:0004601,GO:0020037,GO:0042167,GO:0005783"
ENT2,YLR206W,12,554580.0,556421.0,1841.0,+,Verified,"GO:0006897,GO:0000147,GO:0007015,GO:0030276,GO:0030479"
HRD3,YLR207W,12,556790.0,559291.0,2501.0,+,Verified,"GO:0030433,GO:0004842,GO:0005789,GO:0000838,GO:0000839,GO:0034099"
SEC13,YLR208W,12,559553.0,560446.0,893.0,+,Verified,"GO:0030127,GO:0006888,GO:0005643,GO:0006900,GO:0005198,GO:0019898,GO:0006999,GO:0030433,GO:0005737"
PNP1,YLR209C,12,560799.0,561734.0,935.0,-,Verified,"GO:0004731,GO:0019358,GO:0006148,GO:0046115,GO:0005622"
CLB4,YLR210W,12,562010.0,563392.0,1382.0,+,Verified,"GO:0000086,GO:0016538,GO:0005634,GO:0000084,GO:0005737,GO:0000079,GO:0005816"
YLR211C,YLR211C,12,563794.0,564533.0,739.0,-,Uncharacterized,"GO:0008150,GO:0005737,GO:0003674"
TUB4,YLR212C,12,564862.0,566283.0,1421.0,-,Verified,"GO:0005822,GO:0005200,GO:0007020,GO:0005824,GO:0030472,GO:0000928"
CRR1,YLR213C,12,566656.0,567924.0,1268.0,-,Verified,"GO:0005619,GO:0016810,GO:0030476"
FRE1,YLR214W,12,568569.0,570629.0,2060.0,+,Verified,"GO:0000293,GO:0005886,GO:0006826,GO:0015677,GO:0005624"
CDC123,YLR215C,12,570778.0,571860.0,1082.0,-,Verified,"GO:0003674,GO:0005737,GO:0007346"
CPR6,YLR216C,12,572098.0,573213.0,1115.0,-,Verified,"GO:0006457,GO:0005737,GO:0003755,GO:0051082"
YLR217W,YLR217W,12,572911.0,573234.0,323.0,+,Dubious,"GO:0008150,GO:0005575,GO:0003674"
YLR218C,YLR218C,12,573468.0,573920.0,452.0,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0008150,GO:0005737"
MSC3,YLR219W,12,574153.0,576339.0,2186.0,+,Verified,"GO:0007131,GO:0003674,GO:0005575"
CCC1,YLR220W,12,576827.0,577795.0,968.0,+,Verified,"GO:0006874,GO:0005624,GO:0005794,GO:0006879,GO:0030026,GO:0000329,GO:0015093,GO:0005384,GO:0006828,GO:0015684"
RSA3,YLR221C,12,578364.0,579026.0,662.0,-,Verified,"GO:0003674,GO:0005730,GO:0030687,GO:0000027"
UTP13,YLR222C,12,579320.0,581773.0,2453.0,-,Verified,"GO:0030515,GO:0000462,GO:0032040,GO:0000480,GO:0000447,GO:0000472,GO:0005730,GO:0030686,GO:0034388"
YLR222C-A,YLR222C-A,12,582008.0,582238.0,230.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
IFH1,YLR223C,12,582235.0,585492.0,3257.0,-,Verified,"GO:0006348,GO:0005634,GO:0003700,GO:0005730,GO:0006383,GO:0006366,GO:0003704,GO:0032545"
YLR224W,YLR224W,12,586466.0,587575.0,1109.0,+,Uncharacterized,"GO:0005515,GO:0006511,GO:0000151"
YLR225C,YLR225C,12,587697.0,588920.0,1223.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005737"
BUR2,YLR226W,12,589356.0,590543.0,1187.0,+,Verified,"GO:0000070,GO:0016538,GO:0006350,GO:0005634,GO:0006974"
ADY4,YLR227C,12,590564.0,592045.0,1481.0,-,Verified,"GO:0030435,GO:0005198,GO:0005816"
ECM22,YLR228C,12,600021.0,602465.0,2444.0,-,Verified,"GO:0003702,GO:0005634,GO:0016126"
CDC42,YLR229C,12,604214.0,604789.0,575.0,-,Verified,"GO:0005886,GO:0005935,GO:0007118,GO:0007124,GO:0005934,GO:0043332,GO:0007119,GO:0007266,GO:0004871,GO:0005625,GO:0006887,GO:0001403,GO:0000750,GO:0003924,GO:0030010,GO:0007096,GO:0031384"
YLR230W,YLR230W,12,604576.0,604881.0,305.0,+,Dubious,"GO:0005575,GO:0003674,GO:0008150"
BNA5,YLR231C,12,605760.0,607121.0,1361.0,-,Verified,"GO:0005737,GO:0005634,GO:0030429,GO:0034354"
YLR232W,YLR232W,12,606832.0,607179.0,347.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
EST1,YLR233C,12,607427.0,609526.0,2099.0,-,Verified,"GO:0005634,GO:0005730,GO:0003723,GO:0005697,GO:0000723,GO:0003720,GO:0003697,GO:0042162,GO:0007004"
TOP3,YLR234W,12,609785.0,611755.0,1970.0,+,Verified,"GO:0000018,GO:0003917,GO:0007131,GO:0007004,GO:0005634,GO:0031422"
YLR235C,YLR235C,12,611534.0,611932.0,398.0,-,Dubious,"GO:0003674,GO:0005575,GO:0006974"
YLR236C,YLR236C,12,611796.0,612119.0,323.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
THI7,YLR237W,12,612369.0,614165.0,1796.0,+,Verified,"GO:0005886,GO:0015888,GO:0015234"
FAR10,YLR238W,12,614757.0,616193.0,1436.0,+,Verified,"GO:0003674,GO:0000751,GO:0005783"
LIP2,YLR239C,12,616334.0,617320.0,986.0,-,Verified,"GO:0009249,GO:0016874,GO:0005739"
VPS34,YLR240W,12,617535.0,620162.0,2627.0,+,Verified,"GO:0000011,GO:0004672,GO:0007034,GO:0005624,GO:0006468,GO:0006623,GO:0016303,GO:0046854,GO:0048017,GO:0000723,GO:0034271,GO:0034272,GO:0006661,GO:0016236,GO:0045324"
YLR241W,YLR241W,12,620475.0,622823.0,2348.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ARV1,YLR242C,12,622920.0,623885.0,965.0,-,Verified,"GO:0005783,GO:0005794,GO:0016125,GO:0015918,GO:0016021,GO:0003674,GO:0006665,GO:0000723"
YLR243W,YLR243W,12,624205.0,625023.0,818.0,+,Uncharacterized,"GO:0008150,GO:0005575,GO:0005048"
MAP1,YLR244C,12,625170.0,626333.0,1163.0,-,Verified,"GO:0004239,GO:0006508,GO:0022626"
CDD1,YLR245C,12,626504.0,626932.0,428.0,-,Verified,"GO:0004126,GO:0006217,GO:0006216,GO:0005737,GO:0008655,GO:0005634"
ERF2,YLR246W,12,627120.0,628199.0,1079.0,+,Verified,"GO:0018318,GO:0030176,GO:0006612,GO:0031211,GO:0019706"
IRC20,YLR247C,12,628686.0,633356.0,4670.0,-,Verified,"GO:0008150,GO:0005634,GO:0005739,GO:0003674"
RCK2,YLR248W,12,634254.0,636086.0,1832.0,+,Verified,"GO:0004674,GO:0006468,GO:0040020,GO:0007231,GO:0005737"
YEF3,YLR249W,12,636782.0,639916.0,3134.0,+,Verified,"GO:0003746,GO:0006414,GO:0005840,GO:0042254"
SSP120,YLR250W,12,640319.0,641023.0,704.0,+,Verified,"GO:0003674,GO:0009306,GO:0005737"
SYM1,YLR251W,12,641466.0,642059.0,593.0,+,Verified,"GO:0003674,GO:0005743,GO:0006067,GO:0005739"
