chromosome,position,NCP_score,NCP_score/noise_ratio
9,405570,3.88,1.534
9,405767,4.84,2.262
9,405941,8.35,9.382
9,406194,1.98,2.1519999999999997
9,406334,3.44,1.5290000000000001
9,406548,4.04,1.255
9,406734,4.33,1.08
9,406908,4.2,1.235
9,407074,6.93,2.511
9,407238,8.72,3.742
9,407405,5.61,1.9480000000000002
9,407590,2.44,1.245
9,407739,2.85,3.065
9,407925,2.88,2.2680000000000002
9,408206,0.79,1.113
9,408384,3.43,4.035
9,408535,5.6,3.784
9,408709,2.92,0.983
9,408839,3.94,1.135
9,409091,4.46,0.856
9,409238,6.27,1.9
9,409405,2.84,0.934
9,409608,3.77,0.8290000000000001
9,409791,8.68,2.197
9,409987,4.38,1.7519999999999998
9,410161,2.04,1.351
9,410342,1.66,0.971
9,410500,3.2,2.645
9,410728,1.62,2.492
9,410884,8.86,7.638
9,411051,7.21,2.805
9,411249,6.23,1.911
9,411397,5.67,2.198
9,411546,4.61,1.368
9,411701,2.29,0.8270000000000001
9,411849,11.62,14.345999999999998
9,412116,0.9,1.25
9,412288,1.7,1.828
9,412428,2.96,2.145
9,412599,5.79,4.0489999999999995
9,412757,4.04,3.4530000000000003
9,412915,2.25,1.355
9,413142,2.1,0.629
9,413327,2.39,0.493
9,413449,5.41,1.129
9,413621,2.03,0.5329999999999999
9,413779,3.38,0.958
9,413957,3.72,1.59
9,414117,3.8,1.484
9,414263,6.36,2.4
9,414421,4.06,1.4980000000000002
9,414588,5.04,1.806
9,414758,8.45,4.333
9,415032,3.71,1.245
9,415188,2.6,0.616
9,415375,1.43,0.619
9,415487,1.03,0.691
9,415660,3.01,2.488
9,415806,0.38,0.679
9,416083,1.76,1.4080000000000001
9,416267,2.41,0.976
9,416441,3.36,1.474
9,416563,1.63,0.8859999999999999
9,416765,2.5,2.252
9,416909,4.66,2.178
9,417140,2.7,0.8540000000000001
9,417278,2.43,0.645
9,417404,1.55,0.542
9,417569,1.81,0.715
9,417767,2.23,0.613
9,417977,4.45,1.187
9,418250,3.33,1.286
9,418492,2.79,0.664
9,418664,1.9,0.627
9,418817,4.41,1.423
9,419054,2.35,1.181
9,419276,3.88,2.064
9,419437,3.45,1.885
9,419625,1.54,0.856
9,419768,9.01,2.048
9,419911,3.05,0.612
9,420074,3.38,1.04
9,420255,3.86,1.237
9,420440,6.25,2.09
9,420605,14.17,4.107
9,420778,5.66,4.5280000000000005
9,421011,2.83,1.482
9,421173,4.99,0.922
9,421352,5.57,1.505
9,421472,1.23,0.513
9,421668,1.66,0.897
9,421860,1.49,1.0490000000000002
9,422042,1.33,0.8640000000000001
9,422153,1.46,0.444
9,422310,6.58,1.043
9,422447,1.99,0.444
9,422684,4.72,3.0260000000000002
9,422847,3.71,3.373
9,423103,5.98,4.6
9,423264,11.98,4.811
9,423437,8.98,4.828
9,423618,2.71,1.163
9,423732,2.58,0.8059999999999999
9,423904,2.8,0.846
9,424038,8.57,3.843
9,424198,5.68,2.7710000000000004
9,424349,2.49,1.9609999999999999
9,424527,0.82,1.1079999999999999
9,424760,3.78,1.047
9,424932,5.01,1.4480000000000002
9,425086,5.52,1.8969999999999998
9,425262,4.25,2.591
9,425481,3.32,4.6110000000000015
9,425655,11.82,7.675
9,425835,4.53,2.4619999999999997
9,426011,2.19,0.76
9,426193,4.92,1.992
9,426355,5.43,4.525
9,426509,2.95,2.252
9,426691,4.25,3.346
9,426862,3.64,2.193
9,427037,1.61,1.095
9,427162,1.85,1.814
9,427478,3.08,2.124
9,427643,2.19,1.123
9,427875,2.18,0.932
9,428043,3.57,0.895
9,428213,3.44,1.72
9,428380,2.99,1.7690000000000001
9,428561,5.59,2.576
9,428693,1.88,1.19
9,428835,1.98,3.0
9,429025,4.51,1.229
9,429199,3.27,1.0759999999999998
9,429394,3.83,3.42
9,429561,1.0,0.498
9,429697,2.26,0.904
9,429885,2.04,1.36
9,430037,2.57,1.6159999999999999
9,430222,6.5,3.266
9,430407,2.44,0.8270000000000001
9,430557,2.83,1.422
9,430742,2.94,0.899
9,430908,1.78,0.475
9,431175,2.25,0.637
9,431285,3.4,1.141
9,431424,4.34,1.5019999999999998
9,431586,2.84,0.785
9,431738,7.14,1.139
9,431913,7.36,1.6469999999999998
9,432086,3.28,1.577
9,432238,1.12,0.742
9,432398,1.57,0.981
9,432578,1.75,1.636
9,432717,1.44,1.274
9,432937,3.88,3.6260000000000003
9,433075,1.22,2.44
9,433233,1.89,3.78
9,433409,0.83,1.66
9,433705,4.59,9.18
9,433864,5.75,11.5
9,434044,6.43,12.86
9,434227,3.46,3.359
9,434384,1.57,0.773
9,434560,3.2,1.3969999999999998
9,434758,3.66,1.821
9,434928,5.13,1.676
9,435082,3.8,1.854
9,435240,1.17,0.951
9,435369,2.61,1.788
9,435513,1.76,0.631
9,435678,3.9,1.364
9,435840,4.85,1.6059999999999999
9,436054,1.53,1.077
9,436171,2.02,1.232
9,436302,1.46,0.557
9,436441,3.29,1.818
9,436616,2.79,1.484
9,436793,3.96,1.7919999999999998
9,437006,1.18,0.67
9,437188,0.68,0.861
9,437313,0.75,0.586
9,437433,0.56,0.483
9,437586,1.34,1.165
9,437794,4.88,3.437
9,437947,9.47,9.283999999999999
9,438129,1.99,3.98
9,438398,7.79,14.698
9,438540,7.31,3.22
9,438678,2.47,1.088
9,438832,4.9,1.801
9,439000,4.89,3.733
9,439233,2.22,2.883
9,439344,0.7,0.4370000000000001
9,439496,3.42,1.235
9,439614,2.73,0.626
9,439800,1.64,0.9590000000000001
10,66,0.35,0.7
10,243,0.35,0.4270000000000001
10,425,10.18,8.144
10,613,6.86,1.5630000000000002
10,793,1.62,0.431
10,1043,1.72,1.536
10,1188,5.06,4.325
10,1324,4.12,3.78
10,1439,1.65,1.6669999999999998
10,1577,2.72,2.03
10,1735,4.09,1.097
10,1879,5.06,0.6509999999999999
10,1986,3.63,0.473
10,2130,16.2,0.9520000000000001
10,2328,7.1,0.583
10,2451,5.47,1.341
10,2604,1.52,2.171
10,2716,1.56,2.786
10,2865,3.01,1.265
10,3025,3.43,1.367
10,3134,1.58,0.664
10,3287,1.69,1.565
10,3396,3.13,1.3730000000000002
10,3570,9.68,3.7230000000000003
10,3753,4.52,2.142
10,3906,0.27,0.54
10,4177,0.26,0.52
10,4326,0.28,0.56
10,4442,1.05,1.81
10,4606,1.23,1.64
10,4769,3.24,4.208
10,5040,0.93,1.431
10,5362,0.77,1.54
10,5494,0.78,1.56
10,5668,0.77,1.54
10,5924,0.62,1.24
10,6189,0.93,1.86
10,6328,1.41,2.82
10,6538,1.17,1.857
10,6737,0.5,0.6759999999999999
10,6858,0.38,0.76
10,7013,0.26,0.52
10,7149,1.08,2.16
10,7339,2.45,1.167
10,7490,0.89,0.574
10,7599,1.38,1.113
10,7818,3.16,1.672
10,7972,6.82,4.5169999999999995
10,8137,7.04,4.6930000000000005
10,8306,13.31,17.064
10,8550,0.68,1.36
10,8729,2.16,2.057
10,8859,1.48,1.663
10,9027,1.81,3.62
10,9196,8.31,11.08
10,9350,5.5,8.088
10,9488,0.38,0.603
10,9655,2.58,5.16
10,9794,4.56,7.6
10,9972,6.22,5.14
10,10151,3.52,1.956
10,10308,4.29,2.7319999999999998
10,10468,6.12,4.5
10,10633,4.43,2.09
10,10803,3.52,1.778
10,10943,7.1,6.827000000000001
10,11112,2.81,2.6260000000000003
10,11282,1.36,1.8130000000000002
10,11540,1.81,2.235
10,11703,2.79,2.13
10,11884,5.88,4.141
10,12032,5.29,2.713
10,12240,2.71,1.1059999999999999
10,12400,2.07,1.479
10,12515,3.22,4.6
10,12753,1.63,0.769
10,12926,2.67,1.117
10,13034,1.55,0.6459999999999999
10,13205,4.01,2.728
10,13374,1.5,0.746
10,13490,2.83,1.705
10,13691,5.27,2.151
10,13853,6.0,2.151
10,14020,2.49,1.153
10,14190,1.56,0.8079999999999999
10,14399,1.3,0.7340000000000001
10,14536,1.93,1.99
10,14705,2.41,3.4930000000000003
10,14853,1.29,2.58
10,15011,0.8,1.6
10,15172,1.39,2.78
10,15324,1.08,2.16
10,15453,0.76,1.52
10,15609,0.8,1.159
10,15762,1.08,0.659
10,15898,2.85,1.004
10,16070,2.56,1.237
10,16260,5.77,5.712999999999999
10,16416,1.74,1.554
10,16625,2.58,1.217
10,16777,4.52,1.725
10,16930,1.45,0.784
10,17089,0.62,1.24
10,17196,0.35,0.7
10,17304,0.3,0.6
10,17412,0.6,1.2
10,17572,3.13,3.478
10,17714,2.21,2.255
10,17863,0.44,0.5
10,17970,0.51,0.7290000000000001
10,18120,0.97,1.94
10,18244,1.33,0.7509999999999999
10,18354,1.4,0.45799999999999996
10,18479,2.94,0.97
10,18622,1.83,1.123
10,18899,0.73,0.629
10,19021,1.37,1.212
10,19144,0.68,1.153
10,19319,1.83,1.196
10,19458,2.58,1.4909999999999999
10,19678,6.38,3.7089999999999996
10,19854,0.7,1.4
10,19968,0.29,0.45299999999999996
10,20095,0.75,0.765
10,20244,1.17,0.848
10,20417,2.68,3.116
10,20632,0.51,1.02
10,20746,0.3,0.6
10,20934,1.05,2.1
10,21134,2.81,2.4219999999999997
10,21305,5.08,5.4620000000000015
10,21469,3.77,4.3839999999999995
10,21655,1.16,2.189
10,21896,1.39,1.7819999999999998
10,22065,1.3,0.647
10,22271,2.71,0.934
10,22397,5.32,1.7
10,22590,2.74,1.723
10,22752,3.11,3.937
10,23049,1.63,1.614
10,23189,0.73,0.589
10,23313,0.54,0.5
10,23581,2.12,0.865
10,23756,2.7,1.067
10,24031,1.25,2.5
10,24351,1.54,0.87
10,24585,0.99,0.7120000000000001
10,24746,2.0,2.041
10,24859,0.68,0.636
10,25022,1.59,2.065
10,25137,1.42,0.6859999999999999
10,25305,2.17,0.879
10,25428,4.19,2.524
10,25593,2.98,1.406
10,25752,2.75,0.893
10,25943,3.99,1.18
10,26074,5.21,2.728
10,26245,2.02,1.87
10,26558,1.51,1.541
10,26740,1.4,1.217
10,26880,1.66,2.274
10,27041,2.46,1.177
10,27218,3.79,1.3159999999999998
10,27376,4.31,0.885
10,27597,2.84,0.74
10,27779,3.94,2.165
10,27935,2.37,1.2670000000000001
10,28106,4.52,2.227
10,28269,1.62,0.9470000000000001
10,28419,0.83,0.755
10,28536,3.88,3.207
10,28711,4.5,2.7110000000000003
10,28871,3.65,6.7589999999999995
10,28981,0.21,0.42
10,29102,0.89,0.89
10,29214,2.67,2.519
10,29377,2.08,2.213
10,29552,1.78,0.9940000000000001
10,29714,0.87,0.521
10,29830,2.6,1.8980000000000001
10,29970,0.82,1.155
10,30119,3.28,2.877
10,30361,2.71,0.922
10,30512,3.14,1.6969999999999998
10,30675,0.83,0.83
10,30950,1.41,1.64
10,31136,0.9,1.047
10,31470,0.35,0.7
10,31618,0.67,0.41100000000000003
10,31884,2.21,0.88
10,32045,4.87,1.104
10,32217,2.27,0.409
10,32366,1.85,0.53
10,32497,1.97,0.602
10,32752,5.21,1.6230000000000002
10,32909,1.96,1.083
10,33089,4.71,2.298
10,33271,1.16,2.32
10,33418,1.08,2.16
10,33553,0.54,0.72
10,33675,2.11,1.598
10,33838,6.33,4.192
10,33987,2.83,0.898
10,34108,3.45,1.45
10,34384,2.59,0.9520000000000001
10,34536,1.6,0.455
10,34646,3.64,0.831
10,34791,1.65,0.462
10,34900,2.6,1.1159999999999999
10,35020,1.59,0.7609999999999999
10,35314,1.69,0.439
10,35434,1.33,0.40399999999999997
10,35570,1.97,0.606
10,35683,1.61,0.513
10,35845,2.15,0.765
10,36122,1.4,0.745
10,37294,1.51,0.462
10,37443,1.4,0.583
10,37717,2.74,0.797
10,37956,5.77,3.847
10,38135,3.71,1.565
10,38299,5.29,2.05
10,38459,5.75,1.55
10,38656,2.33,0.971
10,38925,2.08,0.6559999999999999
10,39126,4.75,1.2770000000000001
10,39288,1.55,0.701
10,39401,3.22,1.505
10,39573,2.25,0.991
10,39686,1.03,0.419
10,39827,1.81,0.7509999999999999
10,39945,0.96,0.485
10,40126,1.27,1.1340000000000001
10,40240,0.97,0.5479999999999999
10,40404,5.82,2.7710000000000004
10,40563,5.87,2.2840000000000003
10,40711,2.22,1.156
10,40896,1.15,1.045
10,41067,5.1,2.772
10,41202,5.17,4.381
10,41480,3.27,3.8930000000000002
10,41682,5.05,2.9530000000000003
10,41821,3.02,1.392
10,42003,2.64,1.692
10,42184,5.27,2.406
10,42338,7.94,2.046
10,42545,2.23,0.7290000000000001
10,42676,1.71,1.148
10,42829,2.64,1.138
10,43010,5.25,2.019
10,43144,2.5,0.94
10,43282,1.82,0.778
10,43445,2.66,1.285
10,43648,1.16,0.748
10,43807,1.01,1.0979999999999999
10,44004,1.2,0.828
10,44179,2.2,0.667
10,44320,1.36,0.5760000000000001
10,44454,1.81,1.361
10,44648,2.65,1.123
10,44870,2.96,1.3519999999999999
10,45010,2.14,0.637
10,45140,2.47,1.016
10,45313,1.0,0.5589999999999999
10,45424,1.83,1.307
10,45576,2.41,1.199
10,45717,1.8,0.841
10,45885,4.14,5.3770000000000024
10,46053,3.59,1.2690000000000001
10,46161,1.47,0.574
10,46295,3.09,1.537
10,46418,2.4,1.1540000000000001
10,46583,1.36,1.088
10,46745,2.54,2.228
10,46874,3.61,5.9179999999999975
10,47024,1.21,1.131
10,47227,9.23,5.879
10,47399,1.18,1.3719999999999999
10,47555,0.35,0.7
10,47705,1.65,1.7369999999999999
10,47876,14.99,7.277
10,48049,7.68,2.773
10,48221,6.18,2.861
10,48406,2.58,1.057
10,48566,2.32,0.838
10,48722,1.82,0.731
10,48878,2.88,1.051
10,49066,5.25,2.431
10,49232,5.35,3.429
10,49408,6.95,3.022
10,49569,3.64,1.7169999999999999
10,49729,12.04,4.239
10,49881,4.29,2.383
10,50069,8.1,4.8210000000000015
10,50250,6.22,3.0639999999999996
10,50410,3.89,3.412
10,50637,2.2,1.229
10,50819,2.55,1.796
10,50980,3.65,1.263
10,51127,3.15,1.324
10,51287,0.71,1.42
10,51514,1.1,1.111
10,51659,1.27,1.649
10,51829,1.58,0.645
10,51944,2.54,0.8909999999999999
10,52118,2.64,1.095
10,52326,1.88,2.575
10,52504,2.42,2.35
10,52636,3.03,6.06
10,52800,3.66,7.32
10,52961,5.71,8.652000000000001
10,53126,1.21,2.42
10,53355,1.74,1.526
10,53517,4.06,2.171
10,53688,2.16,1.187
10,53849,1.39,0.885
10,53992,4.7,4.6080000000000005
10,54145,1.88,2.2119999999999997
10,54415,12.29,15.960999999999999
10,54575,13.01,20.651
10,54737,4.62,2.333
10,54893,3.47,1.29
10,55079,2.91,2.1719999999999997
10,55250,5.19,3.035
10,55414,4.62,1.886
10,55567,8.45,2.3409999999999997
10,55713,3.16,1.179
10,55922,3.02,1.14
10,56091,11.44,3.7880000000000003
10,56255,4.28,0.93
10,56442,2.48,1.37
10,56663,1.4,0.46399999999999997
10,57030,2.85,0.919
10,57144,2.3,0.759
10,57269,2.65,1.238
10,57515,1.39,0.9209999999999999
10,57770,3.34,1.172
10,57911,5.96,1.4680000000000002
10,58066,6.61,1.431
10,58226,7.13,2.401
10,58400,11.38,4.294
10,58576,3.11,1.318
10,58748,2.52,2.049
10,58920,0.75,1.442
10,59192,0.32,0.64
10,59326,5.77,5.343
10,59498,4.77,2.271
10,59655,8.22,3.9330000000000003
10,59801,12.4,4.5760000000000005
10,59954,17.77,4.868
10,60102,7.06,2.5669999999999997
10,60387,10.29,4.397
10,60538,3.62,2.045
10,60675,0.37,0.74
10,60825,2.66,3.2439999999999998
10,61003,4.32,3.323
10,61173,4.83,3.057
10,61370,2.89,1.41
10,61535,5.63,2.6060000000000003
10,61692,3.49,1.608
10,61813,2.17,1.212
10,61969,1.72,0.462
10,62089,5.61,1.169
10,62295,3.83,0.872
10,62438,3.76,0.772
10,62600,2.87,0.66
10,62724,2.18,0.7809999999999999
10,62865,2.07,0.958
10,63015,2.44,1.104
10,63195,3.56,1.203
10,63364,14.31,4.008
10,63546,5.73,2.459
10,63790,1.87,3.117
10,63977,4.42,1.4780000000000002
10,64139,5.11,2.222
10,64307,5.74,5.035
10,64457,2.36,2.1069999999999998
10,64649,2.16,1.8459999999999999
10,64825,2.37,1.1909999999999998
10,64988,6.44,2.1830000000000003
10,65150,4.03,2.035
10,65279,6.31,2.6289999999999996
10,65438,6.4,2.6889999999999996
10,65564,1.92,0.727
10,65746,1.52,1.078
10,65878,1.47,1.176
10,66035,2.6,1.557
10,66316,2.57,1.2009999999999998
10,66428,3.93,1.679
10,66671,3.75,1.7280000000000002
10,66815,3.11,1.087
10,66949,3.92,1.2209999999999999
10,67222,3.02,0.853
10,67346,2.43,0.769
10,67566,0.72,1.3090000000000002
10,67808,0.31,0.596
10,67969,1.51,0.534
10,68218,4.95,1.0759999999999998
10,68327,3.12,0.605
10,68464,2.4,0.68
10,68624,1.65,0.573
10,68793,1.8,1.765
10,68984,0.7,0.588
10,69184,0.34,0.68
10,69294,3.72,2.715
10,69454,2.92,1.96
10,69680,2.95,0.894
10,69825,3.29,1.072
10,69995,2.39,0.675
10,70125,2.07,0.877
10,70323,1.46,1.028
10,70485,2.26,1.171
10,70635,2.58,2.031
10,70802,2.66,3.5469999999999997
10,70944,0.6,1.2
10,71169,0.59,1.18
10,71395,3.4,2.222
10,71575,7.71,3.761
10,71721,14.38,5.893
10,71903,4.78,3.252
10,72060,3.05,1.943
10,72186,1.77,1.188
10,72356,2.62,1.207
10,72573,1.26,0.667
10,72698,2.84,1.479
10,72883,2.76,1.4380000000000002
10,73079,2.63,2.174
10,73228,3.52,1.945
10,73402,2.04,1.581
10,73635,0.34,0.68
10,73768,1.02,1.097
10,73950,1.31,0.757
10,74122,1.45,0.547
10,74385,2.22,0.5539999999999999
10,74554,2.38,0.9329999999999999
10,74677,0.53,0.442
10,74853,2.05,1.4240000000000002
10,74985,1.6,1.06
10,75135,3.32,2.199
10,75325,2.38,2.311
10,75573,0.29,0.58
10,75938,0.83,0.716
10,76076,2.32,1.526
10,76280,1.87,0.82
10,76444,1.96,0.852
10,76613,0.76,1.52
10,76723,1.17,1.026
10,76895,3.5,1.3780000000000001
10,77053,1.56,0.474
10,77247,2.4,0.667
10,77417,2.36,0.871
10,77614,1.34,1.175
10,77736,1.19,0.672
10,77926,3.27,1.1640000000000001
10,78083,3.19,1.016
10,78223,1.55,0.48
10,78365,3.43,1.796
10,78548,2.67,1.376
10,78735,3.51,2.077
10,78901,3.0,2.0269999999999997
10,79043,3.62,3.094
10,79217,1.61,0.7190000000000001
10,79383,7.42,10.164
10,79535,0.32,0.64
10,79715,4.12,3.4619999999999997
10,79865,1.3,0.922
10,80133,3.15,5.25
10,80315,8.49,3.1919999999999997
10,80470,3.6,0.8740000000000001
10,80669,2.69,1.0590000000000002
10,80789,3.37,2.042
10,80938,2.42,0.818
10,81128,2.53,0.6709999999999999
10,81310,3.54,0.924
10,81429,4.96,1.653
10,81571,2.59,1.097
10,81710,2.09,0.653
10,81841,1.68,0.583
10,82053,1.4,0.6829999999999999
10,82256,4.27,1.271
10,82407,3.6,1.254
10,82633,2.78,1.5530000000000002
10,82802,9.34,5.307
10,82982,3.62,2.08
10,83256,2.85,1.827
10,83441,7.74,4.748
10,83607,12.64,9.029
10,83768,5.7,5.534
10,83911,0.73,0.924
10,84039,10.73,17.59
10,84198,27.26,19.471
10,84367,3.97,2.513
10,84508,1.9,1.258
10,84667,2.69,1.3
10,84869,6.18,2.5540000000000003
10,85022,3.3,1.071
10,85193,2.08,0.623
10,85355,1.38,2.06
10,85651,1.67,1.4780000000000002
10,85825,3.63,2.404
10,86000,4.44,2.552
10,86167,2.67,2.07
10,86329,3.88,3.464
10,86496,1.21,0.568
10,86642,1.9,0.736
10,86768,4.34,1.236
10,86988,5.37,1.744
10,87166,9.2,1.996
10,87421,1.76,0.5329999999999999
10,87558,4.87,2.3409999999999997
10,87722,2.71,1.29
10,87853,2.77,1.3130000000000002
10,88028,3.98,1.7690000000000001
10,88194,2.03,2.093
10,88348,6.83,8.646
10,88529,3.09,4.12
10,88776,3.74,4.022
10,88949,4.56,3.403
10,89080,1.3,1.3
10,89268,6.5,4.9239999999999995
10,89478,5.66,1.695
10,89636,2.0,0.664
10,89768,2.88,1.492
10,89910,3.8,1.645
10,90063,3.69,1.942
10,90231,0.41,0.569
10,90640,0.58,0.518
10,90758,0.76,0.639
10,90912,1.82,0.7979999999999999
10,91035,2.79,1.766
10,91175,1.88,0.9840000000000001
10,91326,1.68,1.135
10,91456,0.9,0.44299999999999995
10,91571,2.26,0.866
10,91712,0.44,0.53
10,91845,1.72,2.293
10,92016,1.55,0.9229999999999999
10,92193,3.46,1.218
10,92444,1.95,1.364
10,92614,1.76,0.782
10,92736,2.61,1.426
10,92937,1.51,0.821
10,93058,1.84,0.825
10,93220,1.7,0.7020000000000001
10,93379,4.29,1.179
10,93540,3.06,2.201
10,93680,2.12,1.198
10,93856,2.9,1.137
10,94049,2.48,1.074
10,94194,7.58,2.736
10,94376,7.97,2.1719999999999997
10,94530,1.57,0.606
10,94789,2.32,2.7289999999999996
10,94918,0.31,0.484
10,95028,2.58,1.7790000000000001
10,95200,9.76,2.198
10,95372,8.27,1.6469999999999998
10,95540,5.85,0.768
10,95680,4.84,0.596
10,95851,2.93,0.6829999999999999
10,95993,1.83,0.88
10,96151,4.42,3.048
10,96332,5.95,2.8739999999999997
10,96492,2.1,1.193
10,96747,4.95,2.106
10,96908,5.26,1.561
10,97019,2.67,0.8809999999999999
10,97354,0.97,0.713
10,97507,2.39,1.943
10,97715,3.58,1.3159999999999998
10,97917,1.86,0.508
10,98037,1.63,0.799
10,98215,2.47,1.6580000000000001
10,98375,4.01,1.392
10,98771,3.53,1.0
10,98930,2.67,0.867
10,99099,2.25,0.758
10,99248,3.43,1.103
10,99385,2.2,1.229
10,99683,1.26,2.52
10,99869,2.82,1.18
10,99999,2.77,1.131
10,100130,2.78,0.897
10,100337,2.48,0.705
10,100500,2.16,0.6509999999999999
10,100693,3.17,0.988
10,100878,2.15,0.9390000000000001
10,101160,0.79,0.603
10,101336,3.37,1.1420000000000001
10,101484,1.78,0.8640000000000001
10,101661,1.06,0.613
10,101854,1.03,0.595
10,102036,1.81,1.496
10,102251,3.2,1.5919999999999999
10,102420,2.2,1.594
10,102560,1.79,1.252
10,102689,2.76,1.34
10,102899,3.76,1.126
10,103017,4.79,1.857
10,103149,3.14,1.815
10,103317,2.69,1.035
10,103475,3.46,1.0979999999999999
10,103659,1.63,0.853
10,103790,5.52,3.5380000000000003
10,103968,4.78,2.008
10,104114,2.93,1.285
10,104324,1.65,0.932
10,104476,1.36,1.639
10,104750,1.68,1.527
10,104959,2.46,2.121
10,105142,6.07,1.4909999999999999
10,105329,3.85,0.914
10,105467,1.98,0.69
10,105609,2.4,0.8859999999999999
10,105752,1.57,0.46399999999999997
10,105874,1.08,0.5429999999999999
10,106073,0.75,0.4970000000000001
10,106556,2.34,0.6759999999999999
10,106802,0.69,0.423
10,106924,2.64,1.443
10,107050,0.95,0.419
10,107171,2.03,1.074
10,107322,1.42,0.589
10,107546,2.93,1.226
10,107696,1.52,0.6579999999999999
10,107875,3.12,1.0
10,108036,3.07,0.853
10,108223,1.18,0.581
10,108350,1.02,0.418
10,108512,1.0,0.493
10,108634,2.43,1.052
10,108908,2.21,0.87
10,109030,1.96,0.748
10,109199,2.81,0.81
10,109373,2.57,0.769
10,109561,0.77,0.951
10,109838,0.39,0.406
10,109996,1.55,1.006
10,110183,1.88,0.883
10,110311,1.78,0.795
10,110548,2.79,1.037
10,110709,1.61,0.5479999999999999
10,110875,4.64,1.95
10,111097,1.86,0.769
10,111208,0.74,0.556
10,111339,0.5,0.877
10,111636,1.17,0.5
10,111801,4.11,1.105
10,112089,3.57,0.65
10,112262,6.76,1.435
10,112394,3.57,1.2229999999999999
10,112591,5.77,1.2570000000000001
10,112772,4.73,0.95
10,112931,2.54,0.611
10,113056,1.52,0.452
10,113168,3.42,1.1520000000000001
10,113368,4.31,3.653
10,113619,0.34,0.68
10,113862,1.53,2.217
10,113997,2.64,0.992
10,114182,3.75,1.344
10,114365,2.25,1.324
10,114523,2.28,1.26
10,114789,2.45,1.4080000000000001
10,114919,2.77,1.204
10,115107,1.67,0.6990000000000001
10,115317,2.29,1.225
10,115461,2.43,1.455
10,115638,2.71,1.3030000000000002
10,116118,0.77,0.636
10,116229,3.0,1.695
10,116475,1.78,0.978
10,116708,2.28,1.06
10,116873,1.4,0.838
10,117053,2.89,2.0069999999999997
10,117172,0.82,0.5770000000000001
10,117352,2.2,1.068
10,117563,1.59,0.6
10,117740,1.76,1.0290000000000001
10,117907,2.23,0.861
10,118088,9.26,2.144
10,118247,5.46,1.87
10,118355,1.67,0.47
10,118503,1.43,0.455
10,118684,1.42,0.4320000000000001
10,118907,2.53,2.219
10,119055,1.19,0.815
10,119280,1.22,0.55
10,119432,1.13,1.165
10,119624,0.78,0.634
10,120135,0.3,0.6
10,120320,0.44,0.88
10,120831,2.05,0.498
10,121032,1.49,0.409
10,121197,5.4,0.961
10,121356,3.83,0.644
10,121695,1.74,1.0
10,121869,0.93,1.011
10,122094,0.34,0.531
10,122238,1.51,0.883
10,122356,2.28,0.623
10,122486,2.23,0.525
10,122690,2.89,0.583
10,122867,2.96,1.035
10,123047,0.69,0.413
10,123474,1.36,1.172
10,123695,0.67,0.705
10,123854,1.83,1.3559999999999999
10,124016,1.55,0.66
10,124219,1.72,0.515
10,124386,4.08,1.166
10,124636,2.84,1.092
10,124767,1.06,0.442
10,124875,1.32,0.528
10,125033,2.93,1.2790000000000001
10,125150,1.88,0.639
10,125476,1.87,0.46399999999999997
10,125713,1.32,0.55
10,125909,2.46,0.812
10,126107,2.01,1.3769999999999998
10,126265,0.93,0.715
10,126452,0.9,1.8
10,126763,1.19,1.4869999999999999
10,126985,3.07,0.742
10,127141,7.55,3.7939999999999996
10,127300,1.93,0.946
10,127509,2.89,1.07
10,127659,1.85,0.6729999999999999
10,127799,1.36,0.413
10,127962,3.41,1.16
10,128134,2.14,1.12
10,128445,2.67,1.369
10,128622,1.91,0.705
10,128803,1.25,0.899
10,128968,1.72,3.44
10,129242,2.15,4.3
10,129397,4.23,1.777
10,129585,2.44,0.7090000000000001
10,129743,3.14,1.4809999999999999
10,129894,0.96,0.53
10,130066,1.78,0.8240000000000001
10,130443,0.93,0.9490000000000001
10,130586,8.86,7.322
10,130767,5.38,5.0280000000000005
10,131033,2.31,1.686
10,131182,2.21,0.7490000000000001
10,131343,1.95,0.57
10,131475,1.79,0.6940000000000001
10,131864,1.88,0.7829999999999999
10,132014,3.47,1.5219999999999998
10,132206,0.96,0.636
10,132358,1.25,0.6679999999999999
10,132589,1.79,0.9129999999999999
10,132808,2.3,1.085
10,132930,2.94,0.9129999999999999
10,133134,3.29,0.763
10,133272,1.38,0.483
10,133440,2.04,0.915
10,133633,1.53,0.528
10,133765,3.73,1.4980000000000002
10,133973,1.33,1.8219999999999998
10,134277,0.64,1.28
10,134406,0.97,1.183
10,134568,1.97,1.247
10,134743,4.03,1.11
10,134903,3.3,0.935
10,135055,1.93,0.6609999999999999
10,135293,1.37,0.429
10,135487,2.39,0.525
10,135621,2.22,0.547
10,135914,1.48,0.955
10,136117,0.89,0.636
10,136279,1.93,0.937
10,136760,0.78,0.52
10,136989,0.51,0.573
10,137096,0.71,0.7170000000000001
10,137253,0.62,0.41600000000000004
10,137378,3.08,2.351
10,137550,10.11,4.302
10,137708,4.91,2.202
10,137881,2.65,1.286
10,138013,1.71,0.895
10,138307,0.43,0.457
10,138469,0.9,0.479
10,138576,1.62,0.669
10,138711,1.27,0.455
10,138892,1.73,0.956
10,139033,1.48,0.59
10,139198,2.3,1.314
10,139369,0.69,0.595
10,139542,1.28,0.593
10,140402,1.75,2.734
