name,orf_name,chr,start,stop,length,strand,orf_class
GYP6,YJL044C,10,358295,359671,1376,-,Verified
YJL043W,YJL043W,10,360125,360898,773,+,Uncharacterized
MHP1,YJL042W,10,361244,365440,4196,+,Verified
NSP1,YJL041W,10,365779,368368,2589,+,Verified
NUP192,YJL039C,10,368743,373794,5051,-,Verified
LOH1,YJL038C,10,375110,375769,659,-,Uncharacterized
IRC18,YJL037W,10,376657,377331,674,+,Verified
SNX4,YJL036W,10,378820,380091,1271,+,Verified
TAD2,YJL035C,10,380244,380996,752,-,Verified
KAR2,YJL034W,10,381322,383370,2048,+,Verified
HCA4,YJL033W,10,383832,386144,2312,+,Verified
YJL032W,YJL032W,10,386343,386657,314,+,Dubious
BET4,YJL031C,10,386363,387433,1070,-,Verified
MAD2,YJL030W,10,387652,388242,590,+,Verified
VPS53,YJL029C,10,388380,390848,2468,-,Verified
YJL028W,YJL028W,10,391306,391641,335,+,Verified
YJL027C,YJL027C,10,391828,392244,416,-,Uncharacterized
RNR2,YJL026W,10,392399,393598,1199,+,Verified
YJL026C-A,YJL026C-A,10,393061,393282,221,-,Dubious
RRN7,YJL025W,10,393962,395506,1544,+,Verified
APS3,YJL024C,10,395926,396587,661,-,Verified
PET130,YJL023C,10,397350,398393,1043,-,Verified
YJL022W,YJL022W,10,398104,398412,308,+,Dubious
BBC1,YJL020C,10,398932,402405,3473,-,Verified
YJL020W-A,YJL020W-A,10,400976,401233,257,+,Dubious
MPS3,YJL019W,10,402892,404940,2048,+,Verified
YJL016W,YJL016W,10,405583,407268,1685,+,Uncharacterized
YJL015C,YJL015C,10,407137,407511,374,-,Dubious
CCT3,YJL014W,10,407552,409156,1604,+,Verified
MAD3,YJL013C,10,409487,411034,1547,-,Verified
VTC4,YJL012C,10,411228,413393,2165,-,Verified
RPC17,YJL011C,10,414279,414764,485,-,Verified
NOP9,YJL010C,10,417556,419556,2000,-,Verified
YJL009W,YJL009W,10,419849,420175,326,+,Dubious
CCT8,YJL008C,10,419951,421657,1706,-,Verified
YJL007C,YJL007C,10,422692,423006,314,-,Dubious
CTK2,YJL006C,10,423132,424103,971,-,Verified
CYR1,YJL005W,10,425151,431231,6080,+,Verified
SYS1,YJL004C,10,431583,432194,611,-,Verified
COX16,YJL003W,10,432638,432994,356,+,Verified
OST1,YJL002C,10,433215,434645,1430,-,Verified
PRE3,YJL001W,10,435157,435920,763,+,Verified
AVT1,YJR001W,10,436796,438604,1808,+,Verified
MPP10,YJR002W,10,438858,440639,1781,+,Verified
YJR003C,YJR003C,10,440987,442546,1559,-,Uncharacterized
SAG1,YJR004C,10,442902,444854,1952,-,Verified
APL1,YJR005W,10,445916,448018,2102,+,Verified
YJR005C-A,YJR005C-A,10,448470,448751,281,-,Uncharacterized
POL31,YJR006W,10,449195,450658,1463,+,Verified
SUI2,YJR007W,10,451013,451927,914,+,Verified
YJR008W,YJR008W,10,452423,453439,1016,+,Uncharacterized
TDH2,YJR009C,10,453676,454674,998,-,Verified
MET3,YJR010W,10,456232,457767,1535,+,Verified
SPC1,YJR010C-A,10,458070,458354,284,-,Verified
YJR011C,YJR011C,10,458634,459419,785,-,Uncharacterized
YJR012C,YJR012C,10,459788,460411,623,-,Uncharacterized
GPI14,YJR013W,10,460375,461586,1211,+,Verified
TMA22,YJR014W,10,461822,462418,596,+,Verified
YJR015W,YJR015W,10,462714,464246,1532,+,Uncharacterized
ILV3,YJR016C,10,464444,466201,1757,-,Verified
ESS1,YJR017C,10,466514,467026,512,-,Verified
YJR018W,YJR018W,10,466779,467141,362,+,Dubious
TES1,YJR019C,10,467225,468274,1049,-,Verified
YJR020W,YJR020W,10,467994,468326,332,+,Dubious
REC107,YJR021C,10,468548,469572,1024,-,Verified
LSM8,YJR022W,10,469777,470106,329,+,Verified
YJR023C,YJR023C,10,469797,470198,401,-,Dubious
MDE1,YJR024C,10,470223,470957,734,-,Uncharacterized
BNA1,YJR025C,10,471131,471664,533,-,Verified
YJR030C,YJR030C,10,483952,486189,2237,-,Uncharacterized
GEA1,YJR031C,10,486579,490805,4226,-,Verified
CPR7,YJR032W,10,491074,492255,1181,+,Verified
RAV1,YJR033C,10,492371,496444,4073,-,Verified
PET191,YJR034W,10,496676,497002,326,+,Verified
RAD26,YJR035W,10,497348,500605,3257,+,Verified
HUL4,YJR036C,10,500706,503384,2678,-,Verified
YJR037W,YJR037W,10,503095,503478,383,+,Dubious
YJR038C,YJR038C,10,503703,504065,362,-,Dubious
YJR039W,YJR039W,10,503929,507294,3365,+,Uncharacterized
GEF1,YJR040W,10,507739,510078,2339,+,Verified
URB2,YJR041C,10,510232,513756,3524,-,Verified
NUP85,YJR042W,10,514048,516282,2234,+,Verified
POL32,YJR043C,10,516454,517506,1052,-,Verified
VPS55,YJR044C,10,518756,519178,422,-,Verified
SSC1,YJR045C,10,519631,521595,1964,-,Verified
TAH11,YJR046W,10,522041,523855,1814,+,Verified
ANB1,YJR047C,10,524901,525374,473,-,Verified
CYC1,YJR048W,10,526328,526657,329,+,Verified
UTR1,YJR049C,10,526877,528469,1592,-,Verified
ISY1,YJR050W,10,528690,529397,707,+,Verified
OSM1,YJR051W,10,529854,531359,1505,+,Verified
RAD7,YJR052W,10,532055,533752,1697,+,Verified
BFA1,YJR053W,10,534020,535744,1724,+,Verified
YJR054W,YJR054W,10,536049,537542,1493,+,Uncharacterized
HIT1,YJR055W,10,538765,539259,494,+,Verified
YJR056C,YJR056C,10,541785,542495,710,-,Uncharacterized
CDC8,YJR057W,10,544055,544705,650,+,Verified
APS2,YJR058C,10,544725,545168,443,-,Verified
PTK2,YJR059W,10,545780,548236,2456,+,Verified
CBF1,YJR060W,10,548752,549807,1055,+,Verified
YJR061W,YJR061W,10,550504,553311,2807,+,Uncharacterized
NTA1,YJR062C,10,553469,554842,1373,-,Verified
RPA12,YJR063W,10,555188,555565,377,+,Verified
CCT5,YJR064W,10,555907,557595,1688,+,Verified
ARP3,YJR065C,10,557802,559151,1349,-,Verified
TOR1,YJR066W,10,559409,566821,7412,+,Verified
YAE1,YJR067C,10,567012,567437,425,-,Verified
RFC2,YJR068W,10,567636,568697,1061,+,Verified
HAM1,YJR069C,10,568799,569392,593,-,Verified
LIA1,YJR070C,10,569614,570591,977,-,Verified
YJR071W,YJR071W,10,570398,570766,368,+,Dubious
NPA3,YJR072C,10,570960,572117,1157,-,Verified
OPI3,YJR073C,10,572308,572928,620,-,Verified
MOG1,YJR074W,10,573088,573744,656,+,Verified
HOC1,YJR075W,10,573974,575164,1190,+,Verified
CDC11,YJR076C,10,575347,576594,1247,-,Verified
MIR1,YJR077C,10,577248,578183,935,-,Verified
BNA2,YJR078W,10,578853,580214,1361,+,Verified
YJR079W,YJR079W,10,580198,581232,1034,+,Uncharacterized
AIM24,YJR080C,10,580425,581609,1184,-,Uncharacterized
EAF6,YJR082C,10,581907,582248,341,-,Verified
ACF4,YJR083C,10,582601,583530,929,-,Verified
CSN12,YJR084W,10,583726,584997,1271,+,Verified
YJR085C,YJR085C,10,585113,585430,317,-,Uncharacterized
STE18,YJR086W,10,586061,586393,332,+,Verified
YJR087W,YJR087W,10,586393,586743,350,+,Dubious
YJR088C,YJR088C,10,586488,587366,878,-,Uncharacterized
BIR1,YJR089W,10,587711,590575,2864,+,Verified
GRR1,YJR090C,10,590865,594320,3455,-,Verified
JSN1,YJR091C,10,595054,598329,3275,-,Verified
BUD4,YJR092W,10,598728,603071,4343,+,Verified
FIP1,YJR093C,10,603213,604196,983,-,Verified
IME1,YJR094C,10,604562,605644,1082,-,Verified
RPL43B,YJR094W-A,10,608298,608851,553,+,Verified
SFC1,YJR095W,10,609766,610734,968,+,Verified
YJR096W,YJR096W,10,611188,612036,848,+,Verified
JJJ3,YJR097W,10,612406,612924,518,+,Verified
YJR098C,YJR098C,10,613179,615146,1967,-,Uncharacterized
YUH1,YJR099W,10,615566,616276,710,+,Verified
AIM25,YJR100C,10,616341,617324,983,-,Uncharacterized
RSM26,YJR101W,10,618224,619024,800,+,Verified
VPS25,YJR102C,10,619147,619755,608,-,Verified
URA8,YJR103W,10,620744,622438,1694,+,Verified
SOD1,YJR104C,10,622539,623003,464,-,Verified
ADO1,YJR105W,10,623570,624592,1022,+,Verified
ECM27,YJR106W,10,624827,627004,2177,+,Verified
YJR107W,YJR107W,10,627330,628316,986,+,Uncharacterized
ABM1,YJR108W,10,628703,629074,371,+,Verified
CPA2,YJR109C,10,629576,632932,3356,-,Verified
YMR1,YJR110W,10,633606,635672,2066,+,Verified
YJR111C,YJR111C,10,635846,636697,851,-,Uncharacterized
NNF1,YJR112W,10,637021,637626,605,+,Verified
YJR112W-A,YJR112W-A,10,637781,638159,378,+,Uncharacterized
RSM7,YJR113C,10,638223,638966,743,-,Verified
YJR114W,YJR114W,10,638650,639042,392,+,Dubious
YJR115W,YJR115W,10,639933,640442,509,+,Uncharacterized
YJR116W,YJR116W,10,640816,641655,839,+,Uncharacterized
STE24,YJR117W,10,641998,643359,1361,+,Verified
ILM1,YJR118C,10,643481,644092,611,-,Verified
JHD2,YJR119C,10,644295,646481,2186,-,Verified
YJR120W,YJR120W,10,647117,647467,350,+,Verified
ATP2,YJR121W,10,647598,649133,1535,+,Verified
IBA57,YJR122W,10,649767,651260,1493,+,Verified
RPS5,YJR123W,10,651892,652569,677,+,Verified
YJR124C,YJR124C,10,652883,654229,1346,-,Uncharacterized
ENT3,YJR125C,10,654728,655954,1226,-,Verified
VPS70,YJR126C,10,656245,658680,2435,-,Verified
RSF2,YJR127C,10,658908,663050,4142,-,Verified
YJR128W,YJR128W,10,662912,663271,359,+,Dubious
YJR129C,YJR129C,10,663991,665010,1019,-,Uncharacterized
STR2,YJR130C,10,665209,667128,1919,-,Verified
MNS1,YJR131W,10,667635,669284,1649,+,Verified
NMD5,YJR132W,10,669513,672659,3146,+,Verified
XPT1,YJR133W,10,672982,673611,629,+,Verified
SGM1,YJR134C,10,673720,675843,2123,-,Verified
MCM22,YJR135C,10,676050,676769,719,-,Verified
TIM8,YJR135W-A,10,676962,677225,263,+,Verified
YJR136C,YJR136C,10,677432,678697,1265,-,Uncharacterized
ECM17,YJR137C,10,678948,683276,4328,-,Verified
IML1,YJR138W,10,684558,689312,4754,+,Verified
HOM6,YJR139C,10,689436,690515,1079,-,Verified
HIR3,YJR140C,10,690741,695687,4946,-,Verified
YJR140W-A,YJR140W-A,10,690952,691101,149,+,Dubious
YJR141W,YJR141W,10,695897,696940,1043,+,Uncharacterized
YJR142W,YJR142W,10,697132,698160,1028,+,Uncharacterized
PMT4,YJR143C,10,698317,700605,2288,-,Verified
MGM101,YJR144W,10,700873,701682,809,+,Verified
RPS4A,YJR145C,10,702018,703059,1041,-,Verified
YJR146W,YJR146W,10,703876,704229,353,+,Dubious
HMS2,YJR147W,10,704187,705263,1076,+,Verified
BAT2,YJR148W,10,705735,706865,1130,+,Verified
YJR149W,YJR149W,10,707151,708365,1214,+,Uncharacterized
DAN1,YJR150C,10,708802,709698,896,-,Verified
DAN4,YJR151C,10,712246,715731,3485,-,Verified
YJR151W-A,YJR151W-A,10,717571,717621,50,+,Uncharacterized
DAL5,YJR152W,10,719657,721288,1631,+,Verified
PGU1,YJR153W,10,722806,723891,1085,+,Verified
YJR154W,YJR154W,10,725775,726815,1040,+,Uncharacterized
AAD10,YJR155W,10,727396,728262,866,+,Verified
THI11,YJR156C,10,728565,729587,1022,-,Verified
YJR157W,YJR157W,10,730506,730868,362,+,Dubious
HXT16,YJR158W,10,732431,734134,1703,+,Verified
SOR1,YJR159W,10,736035,737108,1073,+,Verified
MPH3,YJR160C,10,737999,739807,1808,-,Verified
COS5,YJR161C,10,742839,743990,1151,-,Verified
YJR162C,YJR162C,10,744902,745252,350,-,Dubious
YKL225W,YKL225W,11,452,799,347,+,Dubious
PAU16,YKL224C,11,1811,2182,371,-,Uncharacterized
YKL223W,YKL223W,11,2390,2722,332,+,Dubious
YKL222C,YKL222C,11,3504,5621,2117,-,Verified
MCH2,YKL221W,11,6108,7529,1421,+,Verified
FRE2,YKL220C,11,9092,11227,2135,-,Verified
COS9,YKL219W,11,14485,15708,1223,+,Verified
SRY1,YKL218C,11,17359,18339,980,-,Verified
JEN1,YKL217W,11,22234,24084,1850,+,Verified
URA1,YKL216W,11,25216,26160,944,+,Verified
YKL215C,YKL215C,11,26828,30688,3860,-,Uncharacterized
YRA2,YKL214C,11,31083,31694,611,-,Verified
DOA1,YKL213C,11,31961,34108,2147,-,Verified
SAC1,YKL212W,11,34544,36415,1871,+,Verified
TRP3,YKL211C,11,36700,38154,1454,-,Verified
UBA1,YKL210W,11,39164,42238,3074,+,Verified
STE6,YKL209C,11,42424,46296,3872,-,Verified
CBT1,YKL208W,11,47158,47973,815,+,Verified
LRC3,YKL207W,11,48195,48956,761,+,Uncharacterized
ADD66,YKL206C,11,49007,49810,803,-,Verified
LOS1,YKL205W,11,50052,53354,3302,+,Verified
EAP1,YKL204W,11,53705,55603,1898,+,Verified
TOR2,YKL203C,11,55936,63360,7424,-,Verified
YKL202W,YKL202W,11,63822,64403,581,+,Dubious
MNN4,YKL201C,11,63931,67467,3536,-,Verified
PTK1,YKL198C,11,68274,70223,1949,-,Verified
PEX1,YKL197C,11,70739,73870,3131,-,Verified
YKT6,YKL196C,11,74937,75539,602,-,Verified
MIA40,YKL195W,11,75826,77037,1211,+,Verified
MST1,YKL194C,11,77263,78651,1388,-,Verified
SDS22,YKL193C,11,78871,79887,1016,-,Verified
ACP1,YKL192C,11,80165,80542,377,-,Verified
DPH2,YKL191W,11,81040,82644,1604,+,Verified
CNB1,YKL190W,11,82952,83555,603,+,Verified
HYM1,YKL189W,11,84709,85908,1199,+,Verified
PXA2,YKL188C,11,86230,88791,2561,-,Verified
YKL187C,YKL187C,11,89289,91541,2252,-,Uncharacterized
MTR2,YKL186C,11,92749,93470,721,-,Verified
ASH1,YKL185W,11,94504,96270,1766,+,Verified
SPE1,YKL184W,11,96762,98162,1400,+,Verified
YKL183C-A,YKL183C-A,11,98400,98612,212,-,Uncharacterized
LOT5,YKL183W,11,98726,99646,920,+,Verified
FAS1,YKL182W,11,100676,106831,6155,+,Verified
PRS1,YKL181W,11,107321,108604,1283,+,Verified
RPL17A,YKL180W,11,109274,110134,860,+,Verified
COY1,YKL179C,11,110469,112508,2039,-,Verified
STE3,YKL178C,11,113220,114632,1412,-,Verified
YKL177W,YKL177W,11,114361,114699,338,+,Dubious
LST4,YKL176C,11,115505,117991,2486,-,Verified
ZRT3,YKL175W,11,118798,120309,1511,+,Verified
TPO5,YKL174C,11,120385,122241,1856,-,Verified
SNU114,YKL173W,11,122522,125548,3026,+,Verified
EBP2,YKL172W,11,125764,127047,1283,+,Verified
YKL171W,YKL171W,11,127480,130266,2786,+,Uncharacterized
MRPL38,YKL170W,11,130639,131055,416,+,Verified
YKL169C,YKL169C,11,130690,131073,383,-,Dubious
KKQ8,YKL168C,11,131293,133467,2174,-,Verified
MRP49,YKL167C,11,133726,134139,413,-,Verified
TPK3,YKL166C,11,134514,135710,1196,-,Verified
YKL165C-A,YKL165C-A,11,135795,136028,233,-,Dubious
MCD4,YKL165C,11,137937,140696,2759,-,Verified
PIR1,YKL164C,11,141799,142824,1025,-,Verified
PIR3,YKL163W,11,144406,145383,977,+,Verified
YKL162C-A,YKL162C-A,11,145927,146079,152,-,Dubious
YKL162C,YKL162C,11,147635,148843,1208,-,Uncharacterized
YKL161C,YKL161C,11,149391,150692,1301,-,Verified
ELF1,YKL160W,11,153274,153711,437,+,Verified
RCN1,YKL159C,11,153821,154456,635,-,Verified
APE2,YKL157W,11,154996,158186,3190,+,Verified
RPS27A,YKL156W,11,158619,159217,598,+,Verified
YKL156C-A,YKL156C-A,11,158980,159096,116,-,Dubious
RSM22,YKL155C,11,159461,161347,1886,-,Verified
SRP102,YKL154W,11,161606,162340,734,+,Verified
YKL153W,YKL153W,11,163605,164114,509,+,Dubious
GPM1,YKL152C,11,163647,164390,743,-,Verified
YKL151C,YKL151C,11,164922,165935,1013,-,Uncharacterized
MCR1,YKL150W,11,166405,167457,1052,+,Verified
DBR1,YKL149C,11,167617,168834,1217,-,Verified
SDH1,YKL148C,11,169212,171134,1922,-,Verified
YKL147C,YKL147C,11,171556,172173,617,-,Dubious
AVT3,YKL146W,11,171788,173866,2078,+,Verified
RPT1,YKL145W,11,174218,175621,1403,+,Verified
YKL145W-A,YKL145W-A,11,174963,175055,92,+,Dubious
RPC25,YKL144C,11,175848,176486,638,-,Verified
LTV1,YKL143W,11,176786,178177,1391,+,Verified
MRP8,YKL142W,11,178520,179179,659,+,Verified
SDH3,YKL141W,11,179672,180268,596,+,Verified
TGL1,YKL140W,11,180784,182430,1646,+,Verified
CTK1,YKL139W,11,182963,184549,1586,+,Verified
HSK3,YKL138C-A,11,184808,185017,209,-,Verified
MRPL31,YKL138C,11,185291,185686,395,-,Verified
CMC1,YKL137W,11,185962,186297,335,+,Verified
YKL136W,YKL136W,11,186421,186819,398,+,Dubious
APL2,YKL135C,11,186465,188645,2180,-,Verified
OCT1,YKL134C,11,189129,191441,2312,-,Verified
YKL133C,YKL133C,11,191678,193069,1391,-,Uncharacterized
RMA1,YKL132C,11,193573,194865,1292,-,Verified
YKL131W,YKL131W,11,194477,194998,521,+,Dubious
SHE2,YKL130C,11,195287,196027,740,-,Verified
MYO3,YKL129C,11,196348,200163,3815,-,Verified
PMU1,YKL128C,11,200528,201415,887,-,Verified
PGM1,YKL127W,11,203185,204897,1712,+,Verified
YPK1,YKL126W,11,205351,207393,2042,+,Verified
RRN3,YKL125W,11,207891,209774,1883,+,Verified
SSH4,YKL124W,11,210237,211976,1739,+,Verified
YKL123W,YKL123W,11,211687,212067,380,+,Dubious
SRP21,YKL122C,11,212139,212642,503,-,Verified
YKL121W,YKL121W,11,213786,216344,2558,+,Uncharacterized
OAC1,YKL120W,11,216988,217962,974,+,Verified
VPH2,YKL119C,11,218214,218861,647,-,Verified
YKL118W,YKL118W,11,218770,219081,311,+,Dubious
SBA1,YKL117W,11,219968,220618,650,+,Verified
PRR1,YKL116C,11,220988,222544,1556,-,Verified
YKL115C,YKL115C,11,222537,222929,392,-,Dubious
APN1,YKL114C,11,222996,224099,1103,-,Verified
RAD27,YKL113C,11,224371,225519,1148,-,Verified
ABF1,YKL112W,11,226214,228409,2195,+,Verified
YKL111C,YKL111C,11,228108,228443,335,-,Dubious
KTI12,YKL110C,11,228583,229524,941,-,Verified
HAP4,YKL109W,11,231871,233535,1664,+,Verified
SLD2,YKL108W,11,234070,235431,1361,+,Verified
YKL107W,YKL107W,11,235785,236714,929,+,Uncharacterized
YKL106C-A,YKL106C-A,11,236791,236910,119,-,Uncharacterized
AAT1,YKL106W,11,237180,238535,1355,+,Verified
YKL105C,YKL105C,11,238829,242227,3398,-,Uncharacterized
GFA1,YKL104C,11,242864,245017,2153,-,Verified
LAP4,YKL103C,11,245782,247326,1544,-,Verified
YKL102C,YKL102C,11,247706,248011,305,-,Dubious
HSL1,YKL101W,11,248564,253120,4556,+,Verified
YKL100C,YKL100C,11,253341,255104,1763,-,Uncharacterized
YKL100W-A,YKL100W-A,11,253803,253892,89,+,Dubious
UTP11,YKL099C,11,255364,256116,752,-,Verified
MTC2,YKL098W,11,256414,257487,1073,+,Uncharacterized
YKL097C,YKL097C,11,258147,258557,410,-,Dubious
YKL096C-B,YKL096C-B,11,258717,258866,149,-,Uncharacterized
CWP2,YKL096W-A,11,258897,259175,278,+,Verified
CWP1,YKL096W,11,260776,261495,719,+,Verified
YJU2,YKL095W,11,261921,262757,836,+,Verified
YJU3,YKL094W,11,262993,263934,941,+,Verified
MBR1,YKL093W,11,264433,265452,1019,+,Verified
BUD2,YKL092C,11,265789,269103,3314,-,Verified
YKL091C,YKL091C,11,269362,270294,932,-,Verified
CUE2,YKL090W,11,271522,272853,1331,+,Verified
MIF2,YKL089W,11,273038,274687,1649,+,Verified
YKL088W,YKL088W,11,274927,276642,1715,+,Uncharacterized
CYT2,YKL087C,11,276833,277507,674,-,Verified
SRX1,YKL086W,11,277925,278308,383,+,Verified
MDH1,YKL085W,11,278767,279771,1004,+,Verified
HOT13,YKL084W,11,280153,280503,350,+,Verified
YKL083W,YKL083W,11,280565,281179,614,+,Dubious
RRP14,YKL082C,11,280669,281973,1304,-,Verified
TEF4,YKL081W,11,282535,284099,1564,+,Verified
VMA5,YKL080W,11,284674,285852,1178,+,Verified
SMY1,YKL079W,11,286247,288217,1970,+,Verified
DHR2,YKL078W,11,288489,290696,2207,+,Verified
YKL077W,YKL077W,11,291097,292275,1178,+,Uncharacterized
PSY1,YKL076C,11,292482,292865,383,-,Dubious
YKL075C,YKL075C,11,292600,293952,1352,-,Uncharacterized
MUD2,YKL074C,11,294254,295837,1583,-,Verified
LHS1,YKL073W,11,296074,298719,2645,+,Verified
STB6,YKL072W,11,299226,301526,2300,+,Verified
YKL071W,YKL071W,11,304758,305528,770,+,Uncharacterized
YKL070W,YKL070W,11,305855,306364,509,+,Uncharacterized
YKL069W,YKL069W,11,306929,307471,542,+,Uncharacterized
YKL068W-A,YKL068W-A,11,308850,309086,236,+,Uncharacterized
NUP100,YKL068W,11,309843,312722,2879,+,Verified
YNK1,YKL067W,11,314456,314917,461,+,Verified
YKL066W,YKL066W,11,314925,315368,443,+,Dubious
YKL065W-A,YKL065W-A,11,315598,315819,221,+,Uncharacterized
YET1,YKL065C,11,316081,316701,620,-,Verified
MNR2,YKL064W,11,317408,320317,2909,+,Verified
YKL063C,YKL063C,11,320659,321162,503,-,Uncharacterized
MSN4,YKL062W,11,322872,324764,1892,+,Verified
YKL061W,YKL061W,11,325415,325756,341,+,Uncharacterized
FBA1,YKL060C,11,326052,327131,1079,-,Verified
MPE1,YKL059C,11,327762,329087,1325,-,Verified
TOA2,YKL058W,11,329810,330178,368,+,Verified
NUP120,YKL057C,11,330500,333613,3113,-,Verified
TMA19,YKL056C,11,334056,334559,503,-,Verified
OAR1,YKL055C,11,334965,335801,836,-,Verified
DEF1,YKL054C,11,336181,338397,2216,-,Verified
MDM35,YKL053C-A,11,338826,339086,260,-,Verified
YKL053W,YKL053W,11,339216,339590,374,+,Dubious
ASK1,YKL052C,11,339312,340190,878,-,Verified
SFK1,YKL051W,11,340956,342017,1061,+,Verified
YKL050C,YKL050C,11,342496,345264,2768,-,Verified
CSE4,YKL049C,11,345719,346408,689,-,Verified
ELM1,YKL048C,11,346858,348780,1922,-,Verified
YKL047W,YKL047W,11,349107,350657,1550,+,Uncharacterized
DCW1,YKL046C,11,350919,352268,1349,-,Verified
PRI2,YKL045W,11,353137,354723,1586,+,Verified
YKL044W,YKL044W,11,355966,356286,320,+,Dubious
PHD1,YKL043W,11,356392,357492,1100,+,Verified
SPC42,YKL042W,11,358119,359210,1091,+,Verified
VPS24,YKL041W,11,359786,360460,674,+,Verified
NFU1,YKL040C,11,360701,361471,770,-,Verified
PTM1,YKL039W,11,362265,363836,1571,+,Verified
RGT1,YKL038W,11,365248,368760,3512,+,Verified
AIM26,YKL037W,11,369008,369364,356,+,Uncharacterized
YKL036C,YKL036C,11,369171,369563,392,-,Dubious
UGP1,YKL035W,11,369534,371033,1499,+,Verified
TUL1,YKL034W,11,371472,373748,2276,+,Verified
YKL033W-A,YKL033W-A,11,374148,374858,710,+,Uncharacterized
YKL033W,YKL033W,11,375099,378215,3116,+,Uncharacterized
IXR1,YKL032C,11,379708,381501,1793,-,Verified
YKL031W,YKL031W,11,381715,382128,413,+,Dubious
YKL030W,YKL030W,11,382141,382746,605,+,Dubious
MAE1,YKL029C,11,382359,384368,2009,-,Verified
TFA1,YKL028W,11,385401,386849,1448,+,Verified
YKL027W,YKL027W,11,387205,388548,1343,+,Verified
GPX1,YKL026C,11,389023,389526,503,-,Verified
PAN3,YKL025C,11,389883,391922,2039,-,Verified
URA6,YKL024C,11,392169,392783,614,-,Verified
YKL023C-A,YKL023C-A,11,392789,393016,227,-,Uncharacterized
YKL023W,YKL023W,11,393364,394197,833,+,Uncharacterized
CDC16,YKL022C,11,394369,396891,2522,-,Verified
MAK11,YKL021C,11,396987,398393,1406,-,Verified
SPT23,YKL020C,11,398475,401723,3248,-,Verified
RAM2,YKL019W,11,402211,403161,950,+,Verified
YKL018C-A,YKL018C-A,11,403223,403522,299,-,Uncharacterized
SWD2,YKL018W,11,403745,404734,989,+,Verified
HCS1,YKL017C,11,404833,406884,2051,-,Verified
ATP7,YKL016C,11,407108,407632,524,-,Verified
PUT3,YKL015W,11,408187,411126,2939,+,Verified
URB1,YKL014C,11,411262,416556,5294,-,Verified
ARC19,YKL013C,11,417151,417666,515,-,Verified
PRP40,YKL012W,11,417953,419704,1751,+,Verified
CCE1,YKL011C,11,419798,420859,1061,-,Verified
UFD4,YKL010C,11,421067,425518,4451,-,Verified
MRT4,YKL009W,11,425885,426595,710,+,Verified
LAC1,YKL008C,11,426938,428194,1256,-,Verified
CAP1,YKL007W,11,428945,429751,806,+,Verified
SFT1,YKL006C-A,11,429841,430275,434,-,Verified
RPL14A,YKL006W,11,431549,432363,814,+,Verified
BYE1,YKL005C,11,432736,434520,1784,-,Verified
AUR1,YKL004W,11,435223,436428,1205,+,Verified
MRP17,YKL003C,11,436740,437135,395,-,Verified
DID4,YKL002W,11,437421,438187,766,+,Verified
MET14,YKL001C,11,438420,439028,608,-,Verified
VPS1,YKR001C,11,440251,442365,2114,-,Verified
PAP1,YKR002W,11,442875,444581,1706,+,Verified
OSH6,YKR003W,11,445024,446370,1346,+,Verified
ECM9,YKR004C,11,446442,447679,1237,-,Verified
YKR005C,YKR005C,11,448164,449810,1646,-,Uncharacterized
MRPL13,YKR006C,11,450066,450860,794,-,Verified
MEH1,YKR007W,11,451077,451631,554,+,Verified
RSC4,YKR008W,11,451844,453721,1877,+,Verified
FOX2,YKR009C,11,453995,456697,2702,-,Verified
TOF2,YKR010C,11,458567,460882,2315,-,Verified
YKR011C,YKR011C,11,461278,462339,1061,-,Uncharacterized
YKR012C,YKR012C,11,463382,463759,377,-,Dubious
PRY2,YKR013W,11,463602,464591,989,+,Verified
YPT52,YKR014C,11,465010,465714,704,-,Verified
YKR015C,YKR015C,11,466604,468310,1706,-,Uncharacterized
AIM28,YKR016W,11,469360,470982,1622,+,Uncharacterized
YKR017C,YKR017C,11,471337,472992,1655,-,Uncharacterized
YKR018C,YKR018C,11,473366,475543,2177,-,Uncharacterized
IRS4,YKR019C,11,475859,477706,1847,-,Verified
VPS51,YKR020W,11,477981,478475,494,+,Verified
ALY1,YKR021W,11,478877,481624,2747,+,Uncharacterized
NTR2,YKR022C,11,481814,482782,968,-,Verified
YKR023W,YKR023W,11,483062,484654,1592,+,Uncharacterized
DBP7,YKR024C,11,484787,487015,2228,-,Verified
RPC37,YKR025W,11,487413,488261,848,+,Verified
GCN3,YKR026C,11,488381,489298,917,-,Verified
BCH2,YKR027W,11,491007,493304,2297,+,Verified
SAP190,YKR028W,11,493900,497196,3296,+,Verified
SET3,YKR029C,11,497220,499475,2255,-,Verified
GMH1,YKR030W,11,499924,500745,821,+,Verified
SPO14,YKR031C,11,500986,506037,5051,-,Verified
YKR032W,YKR032W,11,506159,506473,314,+,Dubious
YKR033C,YKR033C,11,506521,506946,425,-,Dubious
DAL80,YKR034W,11,506540,507349,809,+,Verified
OPI8,YKR035C,11,507562,508203,641,-,Dubious
DID2,YKR035W-A,11,507581,508195,614,+,Verified
CAF4,YKR036C,11,508344,510275,1931,-,Verified
SPC34,YKR037C,11,510552,511439,887,-,Verified
KAE1,YKR038C,11,511641,512801,1160,-,Verified
GAP1,YKR039W,11,514705,516513,1808,+,Verified
YKR040C,YKR040C,11,517705,518208,503,-,Dubious
YKR041W,YKR041W,11,517840,518592,752,+,Uncharacterized
